"","SRR19925016","SRR19925018","SRR19925020","SRR19925022","SRR19925024","SRR19925027","SRR19925038","SRR19925039","SRR19925040","SRR19925042","SRR19925043","SRR19925045","SRR19925046","SRR19925047","SRR19925052","SRR19925054","SRR19925055","SRR19925057","SRR19925058","SRR19925060","SRR19925061","SRR19925062","SRR19925065","SRR19925066","SRR19925068","SRR19925070","SRR19925071","SRR19925072","SRR19925073","SRR19925076","SRR19925077","SRR19925078","SRR19925079","SRR19925081","SRR19925082","SRR19925083","SRR19925085","SRR19925086"
"PDE1A",5.34756265740199,5.84007454471993,5.6066997030853,5.77905769604537,5.71427723096348,5.66643969497452,5.70728067571384,5.99387468716612,5.71848240493843,5.59973134020048,5.36336413572892,5.76171568169643,5.42778203158434,5.70775980669498,5.77390165811324,5.37551127834406,5.40934378581322,6.09774840875307,6.45469838846134,5.46467097685339,5.35807298929353,6.09067623853756,5.42834724495364,5.7823996825519,5.88784406533295,6.1704082232023,5.8108545846015,5.93638059089072,5.80917899532678,5.94344038915916,5.49060761423846,5.63087553777639,5.50973000334332,5.92434178844337,5.98115010692171,6.58308705958486,5.88395031207516,5.31875255314068
"ADD2",5.38001980085973,5.70565212038699,5.69322296061659,5.60369508249604,5.65735618636184,5.52606595312388,5.56628810156395,5.66141548416778,5.82034137499549,5.16653819185421,6.12750326353764,5.65762319185398,6.13729239463061,6.30001472623314,5.20633761361456,6.76285934668952,5.24855095950689,5.41952623015612,5.7273814777072,5.55587607705565,4.75954744792957,5.3855840822731,5.96470956908052,5.94031215418589,5.24291910176157,5.58792141550744,5.51099351151798,5.47766188738819,5.16771452873499,5.54963896709283,5.6432302325912,6.25730631145756,5.35351833878679,5.87515414747569,6.31240991287148,5.60850983622243,5.89265368434417,6.86925092710851
"RASD2",5.66339978336694,6.2862314801553,5.41639544042406,5.59449484742542,6.70039427118598,5.68722365976481,5.6340699364063,6.19798159350264,6.12465333633986,6.13344421969014,5.71904917619747,5.7510046955989,5.35598307145967,5.29818911366943,5.69846668657321,5.6177245902079,5.52934343502731,5.47631672584075,6.21330348808127,5.29182029703826,6.18684886595552,5.6280499070702,5.49218631593291,5.56863815444416,5.84798375391191,5.98597065720884,6.39782278143841,5.9862660917078,5.79211865113909,5.60146783150311,5.33361484731265,5.43724215279098,5.26674470533326,5.62521851236848,5.697071624593,5.66042828483399,5.47663290760953,5.76975787417268
"CR1",6.21664709115186,5.29072704170434,7.29497499778115,4.99211890270748,5.3883583502641,5.04833125876765,5.20568996632266,5.59350912255848,5.33119722732923,4.710358687323,5.47195786098325,5.8487675321436,5.81606764597492,5.2592316888122,5.8162526621276,5.95627893659893,5.90584977653251,5.66569297440919,6.30613326111078,5.50468001889321,6.03771357931017,4.96584542897081,5.4159457284917,5.32508413104061,5.01796189490318,5.2439357153442,5.86311556226574,6.9917110125936,5.48199341848731,5.93286239141635,5.40889645448974,5.28237917631716,5.49228745139188,7.00764398480826,6.34590055080718,5.44254954818553,5.03977801822616,5.33642806414562
"DIRC3",5.28190593956127,5.88488046847369,5.79988658704574,6.1195909604378,6.22200129443692,6.01285839396227,6.65464433300352,5.96046774449756,5.16509430791375,6.53731253546081,5.08547746933456,5.81618291443674,5.21793791155932,6.19742411311355,5.13231308213647,6.87029878490645,5.19059294819365,5.23024666680284,5.90831394470351,5.38548402931836,5.33791711898302,6.72430208201954,5.72113250373124,5.43755175491169,5.26805883524098,5.8316087718972,5.44965437253969,5.34160508616945,5.89454420871783,5.18629944731274,5.47124031727618,6.03603034618566,5.10713429511205,4.96569717249931,4.99515954903913,5.4496617901853,6.04542273571967,5.86425110187213
"RPS2P55",5.63658372739582,5.160689513388,6.12422474262544,7.06663131392298,6.01751165138636,5.90435498204717,5.2437433165578,5.3250088383982,4.71971164482242,5.36788582820349,5.43005328585955,4.932448613058,5.81958514021791,5.46858890014497,5.97320687868461,5.51768319375512,5.65411321578896,5.63917487942025,5.67927594984695,5.07600693316558,5.50910075906258,5.5861661413462,5.68941064965223,7.17543721973984,5.01431877505111,5.69474589619055,5.79178489916405,6.49930437161772,5.46512922450206,5.52611969535722,5.32752065118536,5.77822813977161,5.63849829785707,5.34406984325111,5.22680393259096,5.62947174393283,5.50514634281365,5.28674149404507
"RGS9",5.4029051882036,6.79656252436502,5.96439191764525,5.60931637286954,6.82337300348198,5.76209042474525,5.17943920457653,5.1498200620859,5.23965317663742,5.43612428500713,5.32789684797703,5.52400420980128,5.65790718324775,5.96598464522365,5.71755002589009,5.31842333424164,5.47005899088802,6.10339692419048,6.82531744597637,5.66258926109717,5.41981126137611,5.50330744646078,5.37721556414356,5.33366494068146,6.38827568669729,5.38870204853617,6.363957349427,5.84440735641752,5.97117237552177,5.60639619352507,5.51058524145627,5.64449812191282,5.37803452342279,6.01268459691992,6.04098286060546,6.31019200521969,5.82626943837243,5.6037858214512
"KLRF1",5.60038921482783,5.45402068280504,5.12901143292611,5.03062396843534,5.99398934341502,5.12501809852115,5.81466904243352,5.4117667186328,5.20747389861308,6.64019165644618,5.72018292279072,5.93874363980361,5.69720756980898,5.91214875935155,6.56962597681467,5.958112978485,6.91240155021602,5.4587318483528,6.18757995836479,5.65976578979742,6.21114652795753,5.09412611354453,5.67026257861565,5.78919376998727,5.54296442536727,5.9085086680662,5.348663063173,5.76342480500321,5.4930694320495,5.85280156907737,5.72656020382134,5.69238959006478,5.39565316736175,5.79555505508483,5.4078801195489,5.3055982948386,5.46866988179393,5.9097644236432
"TGM1",5.76964577942257,4.98338179346134,5.15632771566968,5.47615703360331,6.11008731207601,5.71415364038165,5.68016332709945,5.99554133368086,5.35161118247766,5.76735635724441,4.95564464247124,6.56454224859787,5.56701566598973,6.51625844803821,5.64356336833139,6.35553023640702,5.81850280610298,5.72926574214981,5.48370898952126,5.78400900804337,5.36760529936148,5.75138922244961,5.12968603227258,6.12898293483058,6.99188067690725,5.62794359727765,5.39930947270006,7.33814939213652,5.25961269263811,5.45721292268338,5.64657076645948,5.8401604810194,4.61113969918867,5.43870343714658,4.83973115437057,5.84421054396852,5.10810251011829,5.6524938202369
"LRRC2",5.44001093503306,5.62895665517473,5.10358415856549,5.54658346030243,6.15911012832661,5.24661130564181,5.43304700384835,5.68911601989369,5.74297685256563,5.76094160243398,5.62179907859942,5.62746558408701,5.89148486118842,5.80231052007135,5.13285940930532,5.58211904676041,5.86581234539404,5.58922730393439,6.09610298501526,5.14147678996878,5.49862694794531,5.92489529646477,6.07474275017842,6.12167336353412,5.88239227635456,5.59344069862105,5.8718248532513,6.77873024605132,5.94125373237685,5.90556436019776,5.97367376267941,5.90638515371309,5.63722023656101,5.37181403477592,5.34801596016239,5.60650444742487,6.23948603633701,5.78196529798276
"LILRP2",5.17478277569077,6.19311524846641,5.40229626696134,5.61992414914218,6.51835426847271,4.98879341597532,5.52085717743302,6.24081509907054,5.24823905004987,6.02221354796887,5.27497491802067,5.8683473757936,4.91100037738509,5.53985991322661,6.62759733169313,6.05220681786614,6.63753388190033,5.16409132525143,6.51161118572755,5.39179344340319,6.1708112340984,5.5573286211942,5.54075103052854,5.78949242209919,5.03920279047385,6.00294101536496,5.85721184978117,6.35185038413218,6.29173552958362,5.11809788410932,5.36490246069084,5.47920123355183,5.31788657957404,5.47497200899483,5.40616288567988,4.83736301909565,5.14553870248166,5.6488817854245
"PLPPR3",5.3633399311911,6.45231213908945,6.00078205161211,5.46662159231153,5.98283705940903,5.83246099395126,5.44204507130682,5.30714478532984,5.66483335674596,5.22590323584511,5.80309751602844,5.42119472529991,5.82359461668141,5.53541198625643,5.98430156736053,5.34178124860175,5.30001755420168,6.20285376182919,4.63623860917693,6.04999840954761,5.01600698644841,5.22740641468302,5.34229861818824,5.16696677921976,6.04834349274497,4.88102123582323,5.88366494251719,5.18507814193344,6.02862123913581,6.46199184797112,5.67001763033106,5.29120075193542,5.99328479428794,5.55499632567167,5.87339945871489,6.07457866247329,5.86579970033002,5.93112847089508
"CD72",5.97739715356421,5.80245401432844,5.28085069072718,5.45680414079973,5.67415131041581,5.34792923799974,5.91247127657395,5.82313490955262,5.53239545328062,5.97406405187209,5.29420252971233,6.15709393364178,5.60507210318446,5.51799451944714,6.0056654421115,6.16784147564204,5.81336022387747,6.05071681008038,6.41623852168202,5.2774148477367,5.94019052822404,5.58332064805939,5.93710139643598,5.52262216251785,6.25505514992802,5.9898942307762,5.384648865227,6.42910324024228,5.7343228419665,5.14704194846936,5.60653246826152,5.03791621746415,5.1183104243946,5.87517546881466,5.21431188630312,6.4826011251466,5.94945537234765,5.84997293860691
"LRRC70",5.22377644888268,5.75023492816389,6.08092237693984,5.64366475094476,6.15948225972558,5.68364134747982,5.87595031094065,5.77189862440939,6.09956001976356,5.72641847518509,5.78057127859228,4.99049859875076,5.80260742374911,5.6440534826445,5.73021734724335,5.8973058982456,6.23131491789009,5.51156534282836,6.32697823699161,5.12719740002609,5.88493874345857,5.63734206294573,6.11817888595133,5.95341576260317,6.43971159536285,5.91050047223372,5.43676899647569,5.89346330118014,5.20488080520278,6.0240848942544,5.42693677119453,6.01619884938454,5.2714066107302,5.66489750470055,5.69590476814201,5.83274387815159,6.08112567828672,5.30959193145422
"RAB33A",5.51895061754674,5.79736961877964,5.71493005528372,5.13159897506548,6.74264685714369,5.58443676141608,5.81657925122056,6.17210647961378,5.70610645528171,6.32566752144688,5.08441155068036,6.0783457554691,5.46446394634905,5.80437531892036,6.13033570618481,5.72835049351008,5.98377994045522,5.26341661377789,6.84053496123293,5.33354428735693,5.74808313194762,5.77083091148537,5.61826738315208,5.88498238563628,5.64418601441531,5.47928950138271,5.84886100937488,6.31932729698925,5.92086422351284,5.66986380806601,5.43860236890492,5.43827299070111,5.5887229212221,5.31513814096901,5.59041093501449,5.01090666290098,5.21920911300498,5.28945767791056
"CYTL1",5.75096215478137,5.97756608335648,5.39811997396355,5.53959830362396,5.64891064004273,5.47203487642438,5.75929796449985,5.72850696929867,5.97903437909552,6.18810151188549,5.62524780684227,6.44264552975908,5.35085722382916,5.47623241730646,5.56114718821832,5.29177445666444,6.07425189376723,5.73373991046252,6.03820049136678,5.68268058920261,6.00075404531254,6.41734924555052,5.7726140212456,5.59954078171877,6.51072768036635,6.16270744887632,6.11006812722754,5.5764731057529,5.6642337062394,5.14051420648115,5.50752023219173,5.75665778163768,5.30354585470101,5.57176663839507,5.85256959745953,5.8828541997353,5.57587029443783,5.6268928355767
"DCHS2",5.14726559731907,5.80718127630873,5.41681763039133,5.1973854385268,6.73141777860961,5.47963673615368,5.56235498344976,5.62407977089735,5.62811910366508,5.55138868469476,5.37260656430144,5.26530856934582,5.56283440432887,5.43292056979925,5.74529346136964,5.94292642179414,5.63354252437535,5.06072632791444,6.29206318463988,6.21091655671745,5.21043902912305,5.65913061405223,5.63023291758278,5.71817307895752,6.61960580650962,5.43578984476115,6.30108615708244,6.06257694232454,5.7401922239242,6.05941801266417,5.90282420282221,5.45755887474285,5.36401803879888,5.80941410142494,5.66014087589051,5.53206539927071,5.9816673466486,5.75038206296141
"ADCY2",5.48800453630496,5.85309762313359,5.17582283402367,5.33108131594037,5.64403452941068,5.20632628403388,5.33711230278483,6.90557022303273,6.37533583047996,6.75564942343813,5.45661763303661,5.43432609124162,5.27800189028684,6.45661329035167,6.39046114268553,5.15786237959302,5.40586580886094,6.39004280630636,6.10097287133887,5.01324202540802,5.39421462384954,5.55790471596178,6.42920036302368,5.74550216214263,5.36874089921069,5.33000257324444,5.60527956247939,6.70621803565519,5.86718098765643,6.40236597189747,6.36227567687922,5.49247157783358,5.76016260490875,7.3087756842552,5.85067092814741,5.78413909887596,5.42986529025295,4.75183767953898
"ANKRD53",5.86242728612131,5.29871156916555,5.52201920247873,5.66466477366781,5.15597307264821,5.60283586614209,5.74328852867315,5.86594363384649,6.53671421528639,5.1437298605553,5.67318919071396,5.46363596291993,5.88548884685147,6.1431298080143,5.18700195430006,5.442169004076,5.7161606675357,6.23105185935577,5.1811065759745,5.94413864765373,5.82432868570816,5.73836556077913,5.77367124557092,5.69099385648017,6.16994187477079,6.08063746355415,5.07543200650828,5.61916848294872,5.33055007820363,5.66399634132612,5.9076964144027,5.22185156167098,6.11208733886891,6.04034682395899,6.13696618898043,6.01420046241261,5.69969729227009,6.24075476315562
"S100A2",5.96372819716408,6.30122067356582,6.44023485739479,5.8154778916666,5.44306555843407,5.27571544083014,5.74932994405405,5.67348088293532,5.12021300072794,5.73588815008073,5.78124855005928,5.47366792945695,5.42514005758334,6.88954368085546,5.56708754874916,5.35847252315361,5.21447889396811,7.43413647193677,5.09943386385465,5.58548301587632,6.14032015928961,5.91242997974509,5.61099401849465,5.67583523831911,5.81194276615151,5.76287637133249,5.66179698077073,5.47234128938741,5.19832439151186,5.2105512348936,5.40210825170598,5.60719747929048,5.11391517591832,5.98152998980493,5.44765677403478,5.93562457888689,4.93921157469316,5.61975918747926
"TNF",6.24815346425909,6.25964733457593,5.07069827459577,5.58441325244284,6.44608422669907,5.53060624329107,5.86574880968488,5.24392387081013,5.59150049397241,5.47920039251636,5.82352922440404,6.10129761536586,6.14412374895572,5.92461191594385,6.2334224063979,6.10370680314442,5.90139088919719,5.6309818177176,6.37922728904398,5.2791049842595,5.90962532120083,5.6848540829627,5.65870457808404,5.84886282618206,5.16400539827963,6.03069257798945,5.77572713528566,5.90112522206654,5.9525786717124,4.86012466706243,5.13581242067891,5.77029648132664,5.88873376274922,5.18599399431206,5.32461689310069,5.68279462531047,5.49393947664809,5.07401516996139
"MAK",5.5294546400144,5.51969343946517,5.79122733283178,5.44269541688658,5.51048710243085,5.63354623004221,5.92656339902362,4.97587486214958,5.82631984716742,5.69146734139617,5.57303809015835,5.50428719103632,5.94696401981629,5.29973929456498,5.23218474119925,5.29015497320455,5.24893675499591,6.4043025493586,4.81173192719985,5.85697513139165,5.00825105356529,5.64291380367967,6.08250196729215,5.5236697965339,5.79836314373404,5.20385148733486,5.67167967763817,4.61545052984532,6.29958872397894,6.71509223528719,6.22763005819521,5.58844946596143,5.76847194977082,5.95180105180772,5.67913420197461,5.50823821658369,5.6020705317938,6.39306413332907
"LINC01558",6.121779615218,6.01955763192237,5.78607077899005,5.5629411861036,5.44951667132919,5.82893256519647,5.29529182240342,6.3052205438813,6.10912951043979,5.36557107912645,4.79937307566999,4.69707026631179,5.96545087436184,5.50175870465086,5.35372419182058,5.397112532583,5.40078191523584,6.64323529788446,5.97470159197019,6.08286671700038,5.51078465190409,5.62502010266009,5.73303862625106,5.72100366300245,6.54972807009885,5.31422288470892,5.4687308046665,5.18182962233158,5.8683629118021,5.87323198617002,6.3723743261573,5.30934313727855,5.29605666951287,5.79792096949854,5.09462510752753,6.27918417776272,6.14228514084194,5.57586588317641
"FAM72D",4.93360729700541,5.81893206426267,5.3048643099177,5.72334873449072,5.86121183070732,5.55700159507706,5.4551521281901,5.73672710435268,5.71480203486366,5.50475715055912,6.09281563805335,6.29525082195302,5.67488905733142,5.66304563844835,6.48466776132614,6.4227341951326,6.36827754915085,5.82244731057795,5.95706559211456,5.4805340942112,5.90451408737033,5.94107543065522,5.82332487285356,5.63144194905771,5.8986171738201,6.2295670712428,6.22558196919476,5.79655747958211,5.44756034272683,5.30211687849602,5.05116278810279,5.58031853779268,5.54725318835638,5.36263967849947,6.03884890260139,4.83592479635794,5.33561977778943,5.44411848560828
"LOC124905134",5.86205453306521,6.66766456557891,5.91814013220715,5.60249942627586,6.26065250629523,6.03643681608146,6.04962620080373,5.30210199346614,5.35069638338351,5.60615170196873,5.66477737808574,5.7348123301392,5.50401225742291,5.8718909527477,5.89833922792039,5.64803829666312,5.76657097015316,6.0937936283253,6.10001189671633,5.79395224459413,5.58579738462307,5.58422658548698,5.35785307045894,5.5722068285798,5.80978427870934,5.25817326070194,5.80668656085581,5.36796273702102,6.26126388779638,5.23058134618992,5.62646222272419,5.35713717788399,5.73071823971083,5.65662408351526,5.70032435606098,6.03474909953329,5.6831479584502,5.2931733879458
"WNT11",5.94704033832021,5.59927785698156,5.60195561253582,5.49608114660099,6.18026755015113,5.75194174282206,5.81569137302042,5.27606161726265,5.63153888395624,6.41204727556071,5.91354034095269,5.81777468067657,5.79512638160252,6.17006635659407,6.8018516915109,4.94605865909731,5.72141672567939,6.19779048948199,6.26947540169905,5.57834274029358,5.56014657911432,5.44627196941117,5.63379164815712,5.03725451249284,5.8827022510167,5.04843232778072,5.63246540776144,6.51726903469094,6.21967271951601,6.01873844398405,5.14981854104803,5.37402359874606,5.89069923140907,5.00565686442173,5.17795284618295,6.34201096155047,4.64695115136364,5.30084136818598
"KMO",5.06864381721299,7.56905822225199,5.23193031890241,5.95452272018566,6.79264383990034,6.16992925960231,4.69936306298784,5.50758486283736,5.46170534503759,5.47931773382611,5.11680416333208,5.07667385759828,4.66819845318261,6.42210077198985,5.13718395389286,5.47108681050745,5.34159613308208,5.68284658006592,6.71497133505568,5.39953763591424,5.43098923366557,5.66660730279352,5.09939564895151,5.47176086995845,5.24658350672779,4.98256226802182,6.83924077788897,5.55195640841932,7.96538439877471,5.10934464026417,5.31323825829995,5.71857879239198,5.03496427394164,5.53135579335124,5.63320378651901,4.9614018049704,5.40905059663575,4.7174877219561
"TNFRSF10A-DT",5.25864982501259,5.57851093280719,5.62277928539987,6.03498114597529,5.35947809059581,5.64044171091034,6.43414610942387,5.06748326748834,5.82786705161041,5.71530739914935,5.5788879358883,5.21762070822062,5.82482470696668,5.89000512801691,5.52987218883221,5.71255810346788,5.19509206374472,6.45565165490403,5.35228331519795,5.97525189547214,5.55698229736745,5.5639897722443,6.0664320878142,5.98507802911649,6.02565938031183,5.42438849733361,5.66834989395804,4.93622137051231,6.26019687945038,5.73404180316498,5.57853535755024,5.88027767705359,5.85108873920314,6.03471999493779,6.24005622188691,6.22885204949416,6.15847870172637,6.02631368434761
"SPESP1",5.4870217037877,5.55951213625385,5.43030657238194,5.68058750440283,5.62928191077236,5.42202998068726,6.04867107912142,5.61298033724187,5.98557828751918,5.55461018056997,5.71527501406079,4.80392289298647,5.01997761087189,5.7799764049346,5.46732904526268,6.01131645765544,6.34566327338708,5.47024953696269,6.64888496371502,5.63256671487896,5.81144777218933,6.26767529961495,6.14434600920528,4.94673749298581,5.16896532994444,5.52059583669111,5.85499553748479,5.78119502448872,5.1046312990926,6.3295797114018,5.45858212113502,6.21834409289423,5.87225736869177,5.1398992803848,5.71207174187931,5.73009971020533,5.46326012555707,5.48255303166666
"CLEC4A",5.34673471519141,6.22173877777756,6.50892307079578,5.64077780293105,5.98464246636244,5.71791678525105,5.42702866717563,5.64064359353619,5.78639278533132,5.12356080921357,5.34626075190483,5.72660620658236,5.49426572931596,6.0960433735606,5.83145871288758,5.79719435843087,5.73882332300883,5.80560575091267,6.13009804365881,5.3928387070553,5.56845507236108,5.61218273574231,5.80819766995832,5.52910895460048,5.89374766840385,5.8247768656126,5.86634081956568,6.1815490682046,6.09864082200324,5.67425860876576,5.52892993943673,5.95630969708219,5.6744715236879,5.96977931574552,5.61345519908951,5.44195219802341,5.30218445660996,5.57926908440149
"TNFRSF13C",6.05353691151724,5.52788071496924,5.27640892955487,4.78407069448296,5.17282017829172,5.63885871567898,5.59381403645038,5.23603560356194,6.27614680758997,5.12256781126684,5.80072800908028,5.66444040393648,5.68512886979313,5.77767150031612,5.45157648368465,5.61364971252021,5.01297195794961,6.38246878434458,5.0723944872246,5.95150138974735,5.92994124336424,5.23648229091375,6.01326089933848,5.79759888807516,5.92684233735382,6.2481532690091,5.20499006472863,5.86422672354164,5.52267004904832,6.0220528817761,6.06907623896001,5.412993613294,5.43052274475032,6.52237355926058,5.63838338545799,5.87713973526218,5.59359072926061,6.18191694429557
"CHADL",5.74681055327767,6.46408837425686,5.40033376020456,5.17138538930293,6.45813141411887,5.86022253363193,5.7298787963402,5.84868166683232,5.6668958819777,6.14778920040529,5.81400392265129,6.13110030123352,5.43823882029056,5.31065196360477,5.62527316348659,5.95570807146028,5.41892910250925,5.85828764645711,5.89850109206856,5.71537317009473,5.72989575006223,5.67636456647227,5.44748522377797,5.29546196607264,6.52093884090459,5.43379783546858,5.6852967644031,5.6433638891739,6.07299721951,5.48619999535817,5.69979175745806,6.05398216344135,5.30870756803785,5.86284905898497,5.62715392188975,5.96456893058229,5.77290432351547,5.73563008377461
"SCART1",5.46966542760165,5.9332141695986,5.07692174417338,4.86863298658062,5.47323764672832,5.88371922400423,5.98885118881431,5.74938711010648,5.7488525623243,5.04578478950788,5.12715134166711,5.11811486739566,5.88681553669515,5.8344428848263,6.26552855240214,5.82051325315451,6.67032883281492,5.67777749747432,5.68979813228371,5.56993216399864,6.47011637259837,5.94196008390135,6.6792680660171,5.87608030667408,5.51411289018364,6.33254385942798,5.24294726797213,5.5624315478518,5.31431243201745,5.69834133305018,5.48962067328871,5.23017164966123,5.39191247631292,5.39444884833513,5.02866940897407,5.35006979937488,5.62487168147654,6.21852430537287
"PHACTR3",5.66557004569424,5.84405647941004,5.79276525943419,5.68213600783309,5.892410660513,5.64866772692824,5.61777694452748,5.53994465527721,6.10537817058405,4.88942147166652,6.59142307388136,6.42913854571949,5.97917743834093,5.6743263986662,5.13673094021134,5.59090240716654,5.03572476152841,6.03400821680236,5.21411863224692,5.95722700682803,5.4662237349553,4.85703186523901,5.73663620645739,5.49197213687455,6.09724553637993,5.85575329303288,6.27807176143496,4.73255602095034,5.93242661410472,6.10498162174148,5.85217370413227,5.3294869484258,5.77378490202534,5.67380883784055,5.25973916168657,6.5182069908313,5.56814877533563,5.20212557120666
"EXTL1",5.24030202696919,5.47624847670446,5.15144239952754,5.67345751092421,5.21164759714031,5.98075005630094,5.29097911397588,5.58366798049182,5.68498200663125,6.42262034601972,5.63892721408066,5.26108279003809,5.95467711765325,5.80453584065498,6.40756183109222,5.89398852272275,5.80847777726916,5.43607631793529,5.95608481835241,5.72497775978472,5.12061158353763,5.05962723582411,6.31076296327309,5.15315536896162,5.91242659219623,5.91124685429587,5.81432890879147,4.9619898809895,6.04538126038961,5.96963197557283,5.57370457426398,5.61672472601484,5.79066221305221,5.87894364131282,6.14925779948939,6.88877393513494,5.53989091169885,5.41410051838091
"EOLA1-DT",5.08442744082318,5.43322148627473,4.7517748981417,4.7070156230099,5.22603634442299,6.07437123630423,6.25888925836444,4.97270092002724,5.90267730456016,4.43927466382437,5.14459912479001,5.44992283459852,6.45175871614593,5.61905833654837,5.83092995575715,6.04242839171206,5.74347069912743,5.33568710276517,5.28530898436051,5.14301183179474,6.81235090624327,5.14417380661657,6.39232194186696,6.3903856201479,5.91567463909739,6.48430452198827,5.14992049510166,5.42426411365878,5.32723932547675,6.58377745112906,5.16470428271731,5.77765497871943,5.05868397025673,5.46843415583586,4.42856464934959,5.18553755055993,5.73849113050276,5.98286060265709
"OGDHL",5.30560182494565,6.57472697440725,5.67384288353587,5.23498893938472,5.94037796127536,5.79023812035347,5.62449747624853,5.34234649534425,5.36197703852086,5.69211614335262,5.46767170296635,5.01632097909993,5.43158365360433,5.86752747325592,5.57748054282979,5.46017033515666,5.65514097639649,5.84949814000614,6.62986542954201,5.48038057082539,6.09589347244655,5.28686128829435,5.92795842310632,5.03074851381137,5.83767914217982,5.26999599846706,6.66979700784734,5.13830483332647,6.7581948123772,6.04436353474878,5.38235318935997,5.15119095792195,5.70755230781499,5.75933008529451,5.41145593282937,5.71090304130529,5.16626322857053,5.55641489384546
"IL17RE",5.8454464181412,6.13155801452515,5.80917313429847,5.60756836486903,5.94641085411906,5.37411486989709,5.66077648250842,5.65892457115045,5.80122396688822,5.28571673184759,5.564879594368,6.12371418009408,5.81007192984398,5.69083709386234,5.76736335005288,5.57097693440031,5.55272586585641,6.17303353560621,5.8100003281206,5.89946556978611,5.70509947264925,5.63344814820081,5.64537965706001,5.64796403151833,5.38234313438584,5.79332935813677,6.26305120967697,6.19662789877738,5.41742803753143,6.04665159106695,5.46321172891785,5.09755725187701,5.84415385871682,5.55552939340471,5.76826847952372,5.38939492885755,5.99415324412607,5.70750777082177
"ZNF860",5.26316962596007,5.7398113230369,6.11765743904216,5.53312594378694,6.01746867870569,6.30890254892693,6.13204750251344,5.87719189731887,5.41173109123576,5.07211872551436,5.7438590330818,5.24343752362633,5.92096945249667,5.37779352773153,5.77828496105243,5.19120739508697,5.83201689840987,5.93995346377203,5.52135768626778,6.0201818457653,5.09914263642764,5.7646072080266,5.47598364454873,5.75067745211348,5.5225827631505,5.55144770334653,6.28260434872824,5.53380829644964,5.34323383752729,5.75096011688481,5.82244929541747,5.93195464535342,5.69711884512056,5.95312655513803,6.09155439296019,5.38671049495787,6.15419176474446,5.94292141792124
"ACHE",4.98499368314487,6.03373727065382,5.28235008914604,5.64577236679948,5.55887532323029,5.39215438024729,5.65243174973917,5.72448891977515,5.724631411997,5.44070824372864,5.1011065397232,6.00002023348802,5.55464929683071,5.86392168551803,5.69553768216535,6.28616789142831,5.9318010073167,5.13190082942623,5.75137781824854,6.06557427440653,5.95542599566628,5.84682849633409,6.128647991013,5.79730851385967,6.20371359719021,6.40558731341932,5.96942665188025,5.24069729991485,5.67812647277139,5.62799245254587,5.73775467660724,5.85419133355018,5.58067278603405,5.74137827541073,6.0699219583308,5.91774549105005,5.41844746111736,5.40402101667889
"CCDC85A",5.80954371647609,6.1053715317939,5.64862195774827,6.67210482066117,5.52610649436632,5.90160648816633,5.27461602645037,5.21964490382091,6.49901858224024,5.32262795196044,5.67681074424287,5.59382247112347,5.8475135657639,5.42910015196846,5.79092420670513,5.53167891836295,5.76125956792888,5.27649209359809,5.98006456202797,5.24899498332393,5.42198855907545,6.1576277578818,5.59902949015933,6.42905123690557,4.75079794098142,5.44782514051425,5.63933014877614,6.7471328052171,5.69549895799611,5.30557107508187,5.41638834323992,6.10453593723384,5.41926960011752,5.53584744487672,5.04827156932433,4.99462964253255,6.03916340077955,5.35535479660062
"PPM1J",6.29686150628191,5.94440680331222,6.23527356527866,5.90314955036618,5.71364710514242,5.48508516976593,5.81846024276224,5.46692553437535,5.71793980929941,5.7861727333391,5.86188074728461,5.58740564908497,5.80108517011608,5.83015135447276,5.10272871959432,5.98858535069097,6.36448701425638,5.59473763094367,5.86018786787506,5.42763997583687,5.72904065357321,5.72219706868905,6.01925964493815,5.50398116378106,5.96106748759009,6.15646139047666,5.86349142405378,5.94197650316941,5.43123760683976,5.69800831667198,5.30112587931115,5.96238460824996,5.79035089197896,5.57159094359046,5.52060502761531,5.31758376453874,5.41096944808877,5.3996651636754
"C20orf204",6.29286545082802,6.24112621006258,5.34947306394226,5.23401731734893,5.85179199391576,5.38937675303066,6.16484010147953,6.41717178137775,5.67913587689674,5.9017946780999,5.56097022940664,6.11393220912147,5.67575692276436,5.86559629015983,6.3621880109181,6.13256653863222,5.79820148477641,6.19904948246015,5.35774811530574,5.60752813046821,6.19531541737199,5.7922095312855,5.79452794093175,5.64165153145369,6.59350499167133,6.07808269929424,5.18491407964098,6.00176162663979,5.01416142215906,5.41163954340392,5.47023787461039,5.43042625809817,5.34348597305736,5.32306175851709,5.4455368154641,5.74038721679392,5.32491000197743,5.50953216614821
"EAF2",5.65931012834601,5.72632184441982,6.06943324924516,5.27510240044151,5.83249613636334,5.48765133763507,5.25754255981507,5.37980155187263,5.82296692189718,5.61429831445851,5.40990337745933,5.94091829542264,5.54567603237058,5.74270371286353,5.69331325616805,6.10814984790845,5.44143052435244,5.87373120747115,5.88898744004877,5.76809676071159,5.54389449525144,5.40568632943501,5.42428098092017,5.55864758401725,6.3324745071614,5.46128000182737,5.60582396589774,6.09414332568641,6.25882154797455,5.32632258343872,6.39037963350562,5.60042279668948,5.6655340124364,5.93080813513909,5.92627633286265,6.19955366445401,5.73991850665103,5.56563969380859
