"","GSM5680942","GSM5680943","GSM5680944","GSM5680945","GSM5680946","GSM5680947","GSM5680948","GSM5680949","GSM5680950","GSM5680951"
"AL596442.2",5.1410985,5.6661596,4.049581,4.148928,5.416725,5.288488,3.9719913,4.129707,5.1041284,3.979087
"AL596451.1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AL603832.1",8.988102,9.580821,9.291959,9.402316,10.07005,9.143213,9.115615,8.953243,9.564717,9.670744
"AL603832.2",4.5709662,3.9316375,4.561676,7.6576962,3.815937,3.9674795,4.7672305,4.458273,4.6053286,4.8811173
"AL603832.3",6.221127,5.6930504,6.9256887,5.4971094,6.732403,6.479519,6.5426507,6.5033245,6.263357,6.3581057
"AL603839.1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AL603839.2",14.146887,12.033969,14.646651,14.943847,9.750525,14.27359,14.703446,12.940473,13.509659,12.3961935
"AL603840.1",6.3981323,6.641982,6.7335606,7.0223827,6.3487673,6.4951854,6.354101,6.723034,6.7681437,6.507069
"AL603910.1",6.251089,7.200573,5.3964257,6.955268,6.469433,7.1060553,5.59397,6.884745,6.5760913,7.010152
"AL604028.1",10.21411,10.715265,9.755277,10.89642,11.049456,10.74942,10.203315,10.976461,10.584122,10.180818
"AL606468.1",11.592363,11.808766,11.6423645,11.939302,11.579656,11.555904,11.503794,11.525539,11.804678,11.544922
"AL606469.1",2.352362,2.42625,2.433,2.5769746,2.6856613,2.7810814,2.3484516,3.056832,2.333692,2.46792
"AL606489.1",2.352362,3.1290503,2.433,3.6953425,2.3236892,2.350215,2.702415,2.36195,2.333692,2.3220553
"AL606490.3",2.352362,2.42625,2.433,2.5769746,2.6912992,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AL606491.1",3.1798813,4.5514436,4.2601905,4.281188,3.8333633,2.634106,3.479262,3.5601037,3.5118563,3.1084154
"AL606516.1",2.57935,2.42625,3.1384637,2.5769746,2.3236892,2.350215,2.8234227,2.36195,2.4294443,2.4543874
"AL606519.1",2.352362,2.42625,2.433,2.5769746,2.3236892,3.0857038,2.8266861,4.0823717,2.543972,2.7606163
"AL606534.1",2.352362,3.6270742,2.433,2.5769746,3.8366063,2.805893,2.3484516,2.87934,3.0480134,2.5416834
"AL606534.2",3.788751,4.6183767,4.3003545,4.973692,4.146713,3.8508387,3.7448401,4.381728,3.772292,3.9754295
"AL606537.1",7.7185235,7.3546987,8.289597,7.3775444,8.573743,8.390809,7.7165713,7.687967,8.02457,8.1735
"AL606748.1",3.6120744,3.2350314,3.5116751,2.5769746,3.5631998,3.483768,3.6190789,4.095179,3.4772103,3.6064777
"AL606760.1",6.334647,6.2442317,6.302524,6.0571227,6.7965503,6.5931144,6.455106,6.390358,6.345895,6.6341033
"AL606760.2",5.9792767,6.277791,5.939986,6.116832,6.535323,6.039739,5.8284225,5.9002943,6.2928963,5.9017687
"AL606760.3",6.9487634,6.9762697,7.0779095,7.4998755,7.5867267,7.775173,7.1942806,7.1254773,7.349621,7.0694437
"AL606763.1",4.8215604,5.0676894,5.262803,4.853612,4.4698315,4.598202,5.3557496,5.0227532,5.020362,4.663413
"AL606804.1",4.2447,4.044425,3.712161,4.4465866,4.575659,3.7193234,4.014964,3.8442082,4.106221,3.5847833
"AL606834.1",9.303653,9.89778,8.386925,9.734492,9.598383,9.459167,8.94351,9.759886,9.609083,9.535067
"AL606834.2",7.380746,7.993193,6.381789,7.201511,8.965597,7.6786265,7.4616876,7.7171206,7.566361,7.4738865
"AL606970.1",2.352362,3.1017656,2.433,2.5769746,3.8558407,3.2128172,3.1936474,2.7627265,3.0589838,3.4119923
"AL606970.2",4.3443236,3.4501152,4.3804216,4.140704,4.010721,4.097162,3.302945,3.470468,4.7848287,4.469097
"AL606970.3",2.352362,2.42625,2.433,2.5769746,2.692792,2.350215,2.3484516,2.36195,2.5801468,2.3845615
"AL606970.4",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AL607028.1",5.418574,5.3232517,5.0541797,5.2458878,5.26444,5.50736,5.361758,4.792444,5.4221144,4.837071
"AL611929.1",7.130605,7.467537,6.6012053,7.0137987,7.422962,6.8345904,7.0803494,7.1074853,7.023315,6.939476
"AL626787.1",2.8453567,2.42625,3.199367,2.5769746,2.7214046,2.350215,2.3484516,2.9098783,3.881518,4.2922287
"AL627171.2",7.015005,7.761844,6.6292176,7.4437017,7.9532065,7.0552597,7.2375655,6.7488017,7.410128,7.72818
"AL627309.1",7.210352,8.222421,7.227269,7.8687186,8.386736,8.006269,8.266484,7.66489,8.568491,7.2284894
"AL627309.2",5.3915696,5.1807504,5.4988427,6.4649267,5.3571205,5.795208,5.5741343,5.271758,5.6648126,5.3061285
"AL627309.5",5.0384593,4.8592978,5.5167336,4.962029,5.204606,4.6157265,5.254746,4.6416273,4.782445,4.2928934
"AL627422.2",4.6669936,5.131028,3.9788933,5.7769237,4.7088165,5.5056467,3.6480055,5.9963727,4.700056,4.3612175
"AL627443.1",4.685226,5.2069507,5.811998,5.918861,5.629011,5.836828,5.376489,4.8298507,5.211879,5.4017835
"AL645465.1",16.135576,15.975225,16.111197,16.069975,15.863285,16.057163,16.168766,15.969573,15.889424,16.071966
"AL645504.1",4.214838,5.531465,3.9995334,4.835638,3.1038282,4.9891143,3.1194308,3.55224,4.9139967,4.81682
"AL645568.1",12.033969,9.672386,13.05369,12.155844,10.308731,12.453144,12.66556,11.775711,11.608419,10.828876
"AL645608.1",4.1652966,4.215319,4.054681,4.2600713,3.9283085,4.017164,4.183898,4.122754,3.7447417,4.134662
"AL645608.6",5.324341,5.1746693,5.2733984,5.418574,5.389317,5.3621564,5.4350123,5.30453,5.4696712,5.252197
"AL645608.7",8.453567,8.323439,8.035166,8.46038,8.83297,8.368707,8.411493,8.594,9.232619,8.345317
"AL645608.8",2.352362,2.42625,2.433,2.5769746,2.4387956,2.350215,2.3484516,2.36195,2.333692,2.3359137
"AL645634.1",2.9030688,2.42625,2.433,2.5769746,3.1953325,2.9417987,2.7152996,3.14307,2.521143,3.1957002
"AL645634.2",4.2871695,4.9448495,2.433,4.2557783,4.9516015,4.0093765,3.2168663,4.318232,5.9464583,4.3371606
"AL645728.1",3.7675643,4.4923654,2.433,2.5769746,2.3236892,3.4524553,3.7403064,2.36195,2.5858204,2.3220553
"AL645922.1",14.394527,14.833292,14.119233,14.693155,15.496705,14.600317,14.29235,14.901494,14.870595,14.394527
"AL645924.1",6.330299,6.196377,7.0940714,7.020782,5.780178,6.719158,6.2321544,6.448127,6.1241126,6.1459756
"AL645933.2",5.2560916,3.5538492,5.567255,5.102988,3.1562748,4.78884,5.2788897,4.5502257,3.899854,4.2490616
"AL645937.2",4.4944844,4.428357,4.917042,4.7843413,4.7785907,4.751255,4.5775175,4.920718,4.099872,4.5662713
"AL645937.4",4.07855,2.42625,3.2180195,3.436473,3.6688514,3.9322884,3.696792,3.3668323,3.8342397,4.422033
"AL645939.4",5.5796776,5.980785,4.503179,5.465624,6.5675554,5.923436,5.468798,5.2928925,6.0920725,5.5579953
"AL645939.5",13.490614,13.126123,13.883274,13.218422,13.652195,13.704023,13.652195,13.15564,13.273809,13.806411
"AL645940.1",7.605788,8.058423,8.228234,8.819681,7.5724936,9.528342,7.5978093,8.936158,8.841293,7.6313906
"AL645941.1",3.9009094,4.5427327,4.6784706,4.902036,2.89832,3.6716142,4.469287,3.8965883,3.8094687,3.3322535
"AL645941.3",5.942492,6.4582567,6.113457,6.4237766,6.354003,5.883297,6.207256,6.253397,6.330984,6.2917056
"AL645944.2",4.7173285,3.3220305,2.433,2.5769746,5.2447224,4.539194,3.8472955,4.2166457,3.6795993,3.8707533
"AL646016.1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AL646090.1",3.6538534,4.274297,3.659192,3.7205958,3.7465775,2.9789457,3.054268,3.1706767,2.808962,3.6906507
"AL646090.2",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AL662789.1",7.344115,7.400402,7.4960823,7.8199687,7.189256,7.5624447,7.4579296,7.333522,7.556351,7.081952
"AL662791.1",4.6530805,5.1428576,3.6837058,4.113218,5.1484623,4.683545,4.7490883,5.2598543,4.507749,4.525164
"AL662791.2",3.6171486,3.2616272,2.433,2.5769746,4.1133184,3.4777098,3.7760227,4.065851,4.5271387,3.8636107
"AL662797.1",6.1249995,7.021692,5.5780935,6.277791,6.883692,5.9515357,5.7121515,5.780178,6.5325418,6.2855177
"AL662820.1",11.235149,10.7507515,13.173369,12.387897,10.251629,11.90327,12.279369,11.18669,10.900763,11.060913
"AL662844.3",3.3417299,3.7594116,4.044891,3.4305317,3.3696456,3.2884834,3.2935445,2.8415427,2.9689958,3.2346017
"AL662844.4",10.224731,9.650222,9.852978,9.909185,10.934039,10.33999,10.526742,10.458232,10.25785,9.996448
"AL662860.1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AL662884.2",5.473332,5.3425107,5.9066553,5.865566,5.301737,5.648892,5.8417077,5.7935295,5.329586,5.6988773
"AL662884.3",6.5195265,6.681739,7.182224,6.837223,6.7116528,6.761532,6.768633,6.5285125,7.146836,6.6172686
"AL662884.4",6.7666197,7.037414,7.2860103,6.226498,6.9498897,6.1157575,8.014849,7.0011005,7.5318413,7.2031918
"AL662889.1",4.1599016,4.822522,2.433,2.5769746,5.134181,4.3328424,3.7040563,4.1614738,4.87748,4.8041162
"AL662890.1",2.352362,3.7993758,2.433,2.5769746,2.4966755,2.350215,2.8627374,2.36195,2.333692,2.3220553
"AL662899.1",5.96038,6.5654697,6.1715965,6.811662,6.0941467,5.843667,6.4124966,5.808313,5.902901,6.4938073
"AL662899.2",7.6576962,6.804292,8.178691,6.994492,6.8370833,7.577363,7.8916287,7.5608187,7.2884808,7.4176164
"AL662907.3",16.381447,16.462587,16.273392,16.39049,16.628637,16.438726,16.410686,16.466705,16.537828,16.412989
"AL663023.1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3347597
"AL663074.1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AL669831.5",10.274406,10.698671,11.061393,10.908669,10.039057,10.670465,10.87142,10.291147,10.351889,10.524999
"AL669831.6",6.5735893,7.008396,5.5116735,5.9883204,6.1102433,6.1722064,6.188526,6.442275,6.081362,6.513563
"AL669841.1",5.1384597,4.8524394,5.551623,4.5448976,5.5039983,4.7028594,5.648796,5.1781645,4.8846455,5.0261636
"AL669918.1",8.229726,6.2341423,7.8049154,8.01753,8.390425,9.0367,7.642281,8.264126,7.3769636,6.421532
"AL669970.1",7.0478334,6.7305336,7.9112883,7.2411966,6.764092,6.866538,7.324685,6.5815544,6.8560157,6.9371004
"AL669970.2",7.046051,7.765427,7.9464045,7.1625185,8.087619,7.2860103,7.71136,7.1219974,7.2287264,7.799896
"AL669970.3",3.6997833,3.5032158,3.4276814,3.4658833,3.5851634,3.5891204,3.3365183,3.9662316,3.32211,3.365686
"AL670729.1",4.3573947,4.022603,3.9989738,3.9702017,4.5387383,4.579872,4.3155303,4.4045625,4.4867997,4.383157
"AL670729.2",5.5241776,4.7214026,5.936412,5.4927983,4.2886896,5.9822845,5.9138856,6.6826134,6.327833,5.6777897
"AL670729.3",5.411813,5.0736866,5.2753625,6.568515,5.60582,5.36089,6.3377056,4.6611943,4.9213967,3.4555686
"AL671710.1",7.9406962,8.124485,6.9750113,8.071816,7.72492,7.3692503,8.132762,7.3415985,8.114995,7.4934416
"AL671883.3",2.352362,2.42625,2.433,2.5769746,3.7030103,2.350215,2.3484516,4.541625,2.7981296,3.7083786
"AL672043.1",9.35449,7.9813204,10.16804,9.117989,7.6518207,8.683462,9.718586,8.544859,9.606787,8.647773
"AL672277.1",6.5646567,7.6053276,7.051582,8.2834835,7.662196,6.9587417,7.661368,7.433245,7.5813875,7.105245
"AL672291.1",4.8663373,4.726044,5.452565,4.6193204,5.0128336,4.900507,4.5639644,4.8708487,4.7339277,4.7628627
"AL683807.1",5.166737,4.8490524,5.8945107,5.310135,5.842003,4.6251917,5.370724,5.059645,4.7043777,5.4282875
"AL683807.2",5.0338163,4.683132,5.380473,4.769203,5.1211057,4.8263955,4.99759,4.8228626,4.426648,4.9598603
"AL683887.1",7.7629514,7.984317,8.602654,8.710217,8.2475195,8.536802,8.347411,8.228023,8.266296,7.924167
"AL691403.1",4.4377575,3.9684424,5.100216,4.6705217,4.55695,4.837798,4.7523665,4.63435,4.8001456,4.0245643
"AL691403.2",5.977474,6.063419,5.753221,4.6104035,5.8041334,6.153325,6.031237,5.6490912,5.7237,5.739482
"AL691420.1",5.4950604,5.656939,4.9608946,5.3952265,6.282094,5.7393837,5.6877112,5.8385673,5.8767133,5.803643
"AL691426.1",2.352362,2.42625,3.5280545,2.5769746,2.8050158,2.350215,2.3484516,2.9143898,2.7167525,2.60566
"AL691432.2",10.235212,10.624117,8.768088,9.473226,11.256234,10.122278,9.604127,10.295547,10.510514,10.818526
"AL691447.2",8.0408945,7.738685,8.786244,9.002116,5.9610357,8.021792,8.298178,8.018568,8.432732,7.603049
"AL691497.1",5.2017665,4.91414,5.713639,5.3042436,5.347647,5.352672,5.519351,5.1831927,4.8809657,5.3550987
"AL691515.1",7.163086,5.4625797,7.7358065,5.545438,2.4364593,6.9977965,7.3616867,7.405835,6.665125,6.806306
"AL691515.2",5.1287694,4.1082835,5.170953,3.8793733,6.2251387,5.213714,5.112483,5.1850553,4.9997363,5.183016
"AL691520.1",3.1448035,3.737059,3.5683873,2.5769746,3.1015978,2.7179875,2.3484516,2.36195,3.0894465,2.9632823
"AL713851.1",3.360938,2.42625,2.433,4.325847,3.2905135,3.335391,3.514951,4.1457644,3.2099395,2.9875727
"AL713851.2",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AL713852.1",5.809506,6.0360475,6.0700464,6.899527,7.3975635,6.652816,6.0521216,6.858723,6.085276,6.218036
"AL713866.1",8.693482,8.820057,9.135677,10.074018,9.134403,9.184306,9.261311,8.726361,9.041805,8.4852
"AL713923.1",2.5767765,3.4191923,3.3618498,2.5769746,2.9127703,2.5651588,2.5043216,2.36195,2.333692,3.280464
"AL713965.1",7.5118546,6.6460176,8.505393,7.3905997,6.297662,7.624886,7.797444,7.178584,7.3620687,7.544545
"AL713998.1",9.602748,9.533433,10.074338,9.417799,9.81801,9.565614,9.966409,9.430645,9.393477,9.854731
"AL713999.1",4.2594557,4.395208,2.433,4.042008,3.2295675,3.9613552,4.060305,3.0414324,4.3434815,4.0067134
"AL731533.1",3.0351195,3.463601,3.4123795,2.5769746,3.4281137,3.4467938,3.846588,2.36195,2.9137738,3.1798813
"AL731533.2",7.004738,7.654237,6.145054,7.7727804,7.6285076,8.256821,6.5990925,7.87467,7.8873453,6.832056
"AL731537.1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AL731537.2",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AL731544.1",2.352362,2.42625,2.433,2.5769746,3.7229087,2.350215,2.3484516,2.36195,2.8317723,2.8677123
"AL731555.1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AL731557.1",5.028419,4.7089605,5.129138,4.925423,4.186272,4.9393296,4.8598447,4.891471,4.8077555,5.011206
"AL731559.1",7.478487,7.487218,8.184974,7.5071054,7.31241,7.7072372,7.404325,8.243219,7.23681,7.7358065
"AL731563.2",2.7444637,2.42625,3.7471888,2.5769746,4.2456264,2.712339,3.1555948,3.1038282,3.2449691,4.1655273
"AL731563.3",7.8761363,8.529839,6.514338,8.30107,8.735245,7.754217,7.130445,7.7474003,8.490237,8.329623
"AL731566.1",4.727499,5.3654413,3.608521,4.4812655,4.8263955,6.3495097,4.8585033,4.648751,5.199836,6.057786
"AL731566.2",3.2726402,2.42625,3.629145,2.5769746,6.226339,8.873662,6.772334,3.9226434,6.876406,7.397133
"AL731567.1",2.553204,2.42625,2.433,2.5769746,2.3736036,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AL731568.1",6.67578,6.2172713,7.095593,6.8504395,7.123491,6.79191,6.751184,6.966216,6.671448,6.888076
"AL731569.1",7.500018,7.887553,6.6782746,7.9936776,7.9235396,8.574016,7.123352,8.245739,8.036557,7.551768
"AL731571.1",5.7517114,6.1478395,4.8678346,6.6745777,5.7926583,5.6271505,6.0661464,5.945094,6.9565406,5.533665
"AL731574.1",3.7778206,15.23616,3.5309656,3.7468708,3.702669,3.428018,4.060532,3.1458519,3.238762,3.1513648
"AL731575.1",6.14526,4.7565856,5.5911593,5.242914,3.9281027,5.5416894,6.417301,6.113097,5.005921,6.1605515
"AL731577.1",6.032181,5.847202,5.8143682,5.952491,7.1336746,6.0100837,5.550894,6.040017,6.420822,5.9106317
"AL731684.1",6.804815,6.6251354,7.113776,7.0642505,6.649968,6.8081484,6.476145,7.3104525,7.1377406,7.0639114
"AL732292.2",6.761821,7.242186,5.8409786,6.351279,7.243128,6.7590275,6.487893,6.7803206,6.94837,6.624385
"AL732314.4",5.735413,5.2523155,5.2743587,5.7329063,5.6508937,6.0210905,5.653866,5.9535065,5.139653,5.348461
"AL732314.6",9.130036,9.032339,9.825056,9.150767,9.747585,9.043808,9.653654,9.087958,8.872205,9.032339
"AL732323.1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AL732437.1",7.2607765,7.0906157,7.26763,6.813564,6.817132,7.036972,7.2045236,6.7374315,7.1692786,6.895732
"AL772202.1",2.7130013,2.42625,3.1607943,2.5769746,3.2378225,2.6601152,2.3484516,2.36195,2.7065156,2.675637
"AL772284.2",2.352362,2.42625,2.433,4.3224626,2.3236892,4.3541136,2.3484516,2.36195,3.2067084,2.3220553
"AL772337.2",3.0593865,2.42625,2.433,3.5308022,3.4300597,2.7988904,3.0268304,2.8335512,2.8897903,2.908377
"AL772363.1",16.326895,16.589392,15.936715,16.045626,16.441055,16.35863,16.303514,16.58233,16.644737,16.673748
"AL805961.1",7.688271,6.7858315,8.095622,7.3153048,6.7875485,7.3240533,7.8269954,7.5903316,7.3714204,7.6417937
"AL805961.2",2.6663957,3.134746,2.433,2.5769746,4.010366,3.6567223,2.3484516,2.36195,3.3519208,2.5680625
"AL807742.1",13.960162,12.647337,13.480613,13.03117,14.345668,14.18224,13.804164,14.2953005,14.588108,14.505199
"AL807752.2",5.9627113,5.795361,6.7984605,5.8681355,6.372734,6.3390408,6.4385505,6.349005,5.724422,5.813161
"AL807752.3",6.7411995,6.265895,7.141555,6.912086,6.295318,6.656569,6.7247796,6.4018645,6.3076344,6.4975047
"AL807752.4",15.079012,14.863083,14.376886,14.223983,15.552486,15.025324,14.793108,14.839396,15.042988,15.248983
"AL807752.5",4.6263356,5.094885,4.535023,5.5719714,4.975907,3.9598958,4.2706213,4.0736637,4.7925744,4.0831814
"AL807757.1",6.7719264,7.0990677,5.777627,6.832432,6.207033,6.3585024,6.5481954,6.0876646,6.695827,6.7947745
"AL807757.2",5.010428,5.47551,3.7400022,4.6999645,5.088135,5.0000806,3.9810545,3.7359889,4.5266623,5.2688546
"AL807761.3",5.942938,6.4610214,4.588763,5.8044453,6.054945,5.646871,5.4177027,6.109455,5.932745,5.3635716
"AL807761.4",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.5891027,2.3220553
"AL807776.1",7.2217317,7.386911,6.3921833,6.40333,7.592531,6.633754,6.651286,7.052079,7.1015863,7.5211773
"AL831711.1",9.771847,9.962725,10.250181,10.088383,9.693611,9.89778,9.95493,9.698941,9.614807,10.022877
"AL831784.1",7.7495685,6.9947224,8.7324095,8.07638,4.552606,7.3485084,8.086302,7.5583987,7.3187294,7.355453
"AL832163",4.25165,5.174382,3.9343295,4.120922,4.0849733,5.761642,3.8958485,5.2144656,4.894927,4.076563
"AL832168",6.084996,6.690673,4.8700433,4.9608946,8.406334,5.848284,5.9141617,5.8515263,5.830554,6.003766
"AL844170.1",2.352362,2.42625,2.433,2.5769746,2.3802166,2.9736402,2.3484516,2.8633196,2.6001244,2.3752933
"AL844175.1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AL844908.1",4.1239715,4.7034664,2.9953876,4.3909245,8.552266,3.351327,4.23416,2.9195995,3.4109223,3.5942962
"AL844908.2",4.7043777,5.1753845,4.974887,5.3575296,5.0777307,5.9293265,4.449353,5.670768,4.842276,4.617309
"AL845552.2",5.149321,4.7617326,6.340518,5.861501,4.9447427,4.9978046,5.5647197,4.9299226,4.7909474,5.0335164
"AL928596.1",2.661798,3.0272193,2.433,2.5769746,3.0627937,2.350215,2.3484516,2.36195,3.1434865,3.5182366
"AL928654.1",5.1602345,5.1388426,5.0508294,5.2101865,5.2157655,5.174469,4.8053255,4.9557457,4.9546742,4.901867
"AL928654.2",3.8824506,4.63477,3.9980016,4.1499624,5.1068926,4.7184405,4.993187,4.2808313,4.7901735,4.852937
"AL928742.1",5.6254563,5.672226,6.139004,5.8284907,5.7849298,5.5671463,5.6900024,5.5202317,5.542211,5.5959253
"AL928742.12",5.1084247,5.5827174,5.734635,5.6648126,6.0645576,5.320091,5.281253,5.3387623,5.2083087,5.1508684
"AL928768.3",8.479537,8.157782,9.039345,8.19627,9.544474,8.082223,8.723456,8.190132,7.804582,8.397144
"AL928921.1",5.3973656,5.2034535,5.5339165,5.1746693,5.1845226,5.0777307,5.356895,4.945696,5.3124623,5.4913325
"AL928921.2",6.7326264,7.8409986,5.789948,6.821361,8.140754,7.0758634,6.502901,7.0408025,7.0967283,6.851835
"AL928970.1",4.405189,3.5981793,4.3322473,5.0898275,4.4028983,4.7793984,4.5160255,4.4022856,4.601674,4.2432747
"AL929236.1",5.3363075,6.062732,2.433,4.8633323,4.975431,3.8779604,4.341372,3.7475317,5.23936,6.168174
"AL929288.1",3.1037276,2.42625,2.433,2.5769746,2.3236892,2.636076,2.5872984,3.2941077,2.333692,2.4552464
"AL929472.2",15.381393,15.422277,14.9776325,14.85978,15.874818,15.683612,15.44775,15.677269,15.797242,15.916057
"AL929472.3",3.3562546,3.3763633,2.9343607,2.5769746,4.251072,3.7966332,3.6129975,3.4640017,2.426535,3.4761007
"AL929601.1",6.7845287,5.672732,6.569371,6.136951,6.666542,5.9790835,6.477098,6.4907384,6.9077864,6.9620433
"AL929601.2",4.063666,4.2469826,2.433,2.5769746,5.431506,3.6930451,3.047431,3.4249668,3.6959767,4.6371965
"AL935212.1",7.2156844,6.1192985,7.415535,6.557184,7.4228067,7.160478,7.237181,7.277999,6.974807,7.391555
"AL953897.1",7.500575,7.0705175,7.716121,6.70845,7.7775917,6.9435973,7.4647017,7.7430887,7.3356504,7.532319
"AL954642.1",2.8559632,3.5016265,2.433,2.5769746,3.3160121,2.911418,3.2776163,3.004927,2.7002177,3.2267356
"AL954650.1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"ALAD",9.260647,8.131193,10.758523,10.443112,6.85719,9.128594,9.601597,8.575492,8.04295,8.008273
"ALAS1",5.3464036,5.7202106,5.280217,5.9639425,5.494975,5.291735,5.3736553,5.475743,5.590718,5.2563457
"ALAS2",5.375973,5.0253105,4.981613,4.606825,5.0858464,4.6731987,5.080603,4.4788885,5.002834,5.21736
"ALB",6.161186,4.482151,7.0799575,5.112343,5.899226,5.9573684,6.4965544,6.10008,5.8585696,6.4233623
"ALCAM",12.774252,14.1079645,12.264685,13.68947,13.435389,14.096746,12.499069,14.134932,14.014301,14.249844
"ALDH16A1",8.08998,8.108192,7.2327495,7.7555103,8.595068,7.855884,8.022502,7.952606,7.793001,7.3673973
"ALDH18A1",8.116981,7.149598,8.338698,7.7790875,6.6531,8.161013,8.186098,8.365034,7.607134,7.0376916
"ALDH1A1",10.889871,12.208484,9.566466,10.225739,11.90228,11.2986555,9.924167,10.92044,11.056049,11.050569
"ALDH1A2",9.605831,11.247453,11.894416,11.285475,11.633104,11.324555,11.492191,11.660914,11.669059,12.056736
"ALDH1A3",10.519521,11.6169405,9.570825,10.381167,10.940972,9.423591,9.548622,10.399796,10.894917,10.111186
"ALDH1B1",4.567015,5.585089,2.433,4.189552,3.915832,3.8943253,3.0897748,3.690104,4.210576,4.138606
"ALDH1L1",5.057329,3.9230857,5.7022386,2.5769746,4.8864408,4.4089837,5.906575,6.642093,5.240218,6.230548
"ALDH1L1-AS1",4.346799,4.4243336,4.8153057,4.9161873,5.100849,4.138606,4.426027,4.3924565,4.3967333,4.6489153
"ALDH1L1-AS2",10.791195,10.168453,10.409332,10.574408,6.6963596,10.230529,10.457176,10.500849,10.0579605,10.332794
"ALDH1L2",5.160871,5.658811,4.793818,4.963876,3.8659654,4.699771,5.2259526,4.399232,5.279101,4.751877
"ALDH2",6.714549,7.045568,7.090516,7.776129,6.5703173,7.0095963,6.705166,7.4311333,7.0874963,6.6820965
"ALDH3A1",8.457282,8.207968,8.942172,8.694265,7.9992137,8.489135,8.669015,8.213446,8.231309,8.23707
"ALDH3A2",8.89717,9.809774,8.802273,9.392511,10.018369,9.852618,9.068794,10.130195,9.644914,9.870678
"ALDH3B1",13.219454,13.404789,12.409596,12.572497,14.914561,12.827728,13.010081,13.311405,13.480613,13.613641
"ALDH3B2",5.9117403,5.9789743,6.417301,6.357752,6.184393,6.084996,6.0355377,6.1414957,5.9883204,5.977474
"ALDH4A1",6.2433815,5.8807836,6.240573,5.77598,6.955418,6.337117,6.18635,6.3553424,6.3476524,6.529215
"ALDH5A1",6.2848563,5.886058,6.0233355,5.5974145,5.480795,5.5760875,5.8256025,5.7729197,6.399268,6.51529
"ALDH6A1",17.055529,17.138895,16.929644,17.064621,17.146896,17.043972,17.01704,16.996593,17.112001,16.907068
"ALDH7A1",9.478075,9.494601,9.195454,10.123665,8.840375,10.10593,8.933407,10.029051,9.869916,9.155717
"ALDH8A1",2.6059313,2.42625,2.433,2.5769746,3.258495,3.086057,2.955975,3.3065753,2.9862342,2.9855256
"ALDH9A1",5.3977227,5.0350275,6.280095,5.5065355,4.369543,5.723065,5.7937255,5.4336014,5.2767267,5.4113503
"ALDOA",16.089554,16.150528,16.427921,16.248165,13.779031,15.982774,16.210852,16.062666,15.721181,16.142345
"ALDOB",7.0970507,7.168714,8.4712105,7.2450676,7.274814,8.054015,7.732955,6.8409586,7.4497476,7.2392325
"ALDOC",5.313628,4.8943577,5.6605115,5.673452,4.498189,5.3862095,5.497616,5.041485,4.754708,5.014101
"ALG1",6.160898,6.4306693,5.774042,5.9022803,6.7685704,5.9470153,5.910518,6.0667205,6.1739426,6.2614183
"ALG10B",5.6284685,6.078846,5.4216943,5.99523,4.8086934,5.95415,5.3980465,5.8188643,5.3654413,5.854719
"ALG11",7.514158,8.297245,6.9469776,7.441546,7.4117303,7.7781196,7.385111,7.5803576,7.3879147,7.6589355
"ALG12",5.1057367,4.861136,4.690243,4.583502,4.5674434,4.724341,5.1562634,4.693481,4.738322,4.910969
"ALG13",8.587922,8.093638,9.335589,8.55498,8.431495,8.641507,8.39324,8.673114,8.565588,8.925931
"ALG13-AS1",2.6684737,2.42625,3.0538807,2.5769746,3.5548172,2.350215,2.843547,2.36195,2.8965225,2.900039
