"","GSM5680942","GSM5680943","GSM5680944","GSM5680945","GSM5680946","GSM5680947","GSM5680948","GSM5680949","GSM5680950","GSM5680951"
"ALG14",7.0409193,8.292398,5.7411346,6.402225,7.7949533,7.064944,6.301012,7.452921,7.1028557,7.8320203
"ALG1L",7.213093,7.623902,6.8770413,6.9344797,7.8935747,7.2857876,6.8181605,7.383725,7.3715014,7.345775
"ALG1L2",4.920118,5.086496,5.1068926,5.307234,5.2801147,4.8986764,4.915322,4.8994246,5.1268506,4.887972
"ALG1L9P",7.9244103,7.461494,7.831311,8.252341,8.519491,8.398074,7.992554,8.152848,7.9050922,7.6181145
"ALG2",8.698812,8.860181,8.014849,8.360837,8.973748,8.622675,8.470988,8.745446,8.731124,8.591628
"ALG3",4.9716454,5.197319,4.565467,4.2746887,4.5231075,4.5699863,4.87708,4.6452265,4.7351913,4.468984
"ALG5",8.138341,9.851374,6.108362,6.734766,9.869916,7.9175777,6.8866515,8.328256,8.4704685,9.18949
"ALG6",6.818776,7.765288,5.749335,5.7043343,7.9624257,7.1027026,6.1856947,6.846116,7.1118083,7.9671426
"ALG8",4.5845404,3.3531795,5.4338703,3.5451477,3.3783855,4.3435874,5.043615,4.4474764,4.0174804,3.9342635
"ALG9-IT1",6.343127,6.2283235,7.1654615,6.379752,5.79249,6.1605515,6.3241677,6.2334023,6.707318,6.8721876
"ALK",8.501543,7.845546,9.05829,8.391708,7.0695944,8.423393,8.830406,7.7909527,7.619425,8.46156
"ALKAL1",8.019188,7.4912443,8.812448,8.151424,7.3908653,8.266484,8.467905,8.205263,8.041162,7.937984
"ALKAL2",10.901363,12.249885,10.5244465,11.704276,12.367209,12.030277,10.07005,12.333171,13.127528,12.311519
"ALKBH1",10.215964,11.374995,8.844544,10.134985,11.477095,10.173251,9.73159,10.279358,10.574408,10.772501
"ALKBH2",5.698023,6.5715737,5.0617957,5.5320315,5.5019083,5.093104,4.856539,5.1447735,5.536969,5.4336014
"ALKBH3",7.1456,8.424327,6.544948,6.8000426,8.64882,6.970637,6.8627872,7.506094,7.5187836,7.6605988
"ALKBH3-AS1",4.812562,4.558577,4.5777006,4.8443613,4.6931553,4.6236253,4.8674455,4.3547664,4.842724,4.5505533
"ALKBH4",15.7621155,15.675988,15.692965,15.522375,15.883244,15.792212,15.664727,15.89367,15.896485,15.772341
"ALKBH5",8.227156,8.085276,7.6492825,8.047257,7.5101757,8.00084,7.8775425,8.313545,7.8245792,7.7573533
"ALKBH6",8.365239,8.187047,8.837992,8.75089,8.542552,8.55348,8.636736,8.656017,8.553186,8.223586
"ALKBH7",12.895414,13.569529,11.489789,12.529895,14.056326,12.601377,12.136233,13.623757,13.139319,13.077002
"ALKBH8",4.9852138,5.5416894,5.587412,5.175042,4.5965996,4.812778,4.6656165,4.9997363,4.809625,4.902036
"ALLC",2.5688982,3.150569,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"ALMS1",11.163749,11.628774,10.647825,11.156105,11.49502,11.214113,11.013821,11.222681,11.195406,10.968934
"ALMS1-IT1",5.249972,5.4620705,4.232864,5.117792,5.6527205,5.3172593,4.7916546,4.6193204,5.305461,5.280217
"ALOX12",5.2442474,4.40303,4.9863334,5.0217366,3.9907248,4.204567,4.93515,4.746304,4.5041895,4.117523
"ALOX12-AS1",6.5995703,6.8280025,6.460392,6.032024,7.3187294,6.640568,6.653176,6.9747157,7.225839,7.0124
"ALOX12B",2.8904889,3.0936193,3.3209617,3.88358,2.3236892,3.7647338,2.3484516,4.4861584,3.0116234,3.3690875
"ALOX15",5.2625494,4.7453303,5.7186103,5.310619,4.4959154,5.592005,5.341616,5.0154676,4.4201784,5.096923
"ALOX15B",16.232815,16.273392,16.309618,16.20182,16.279514,16.254297,16.27691,16.429356,16.306696,16.173508
"ALOX15P1",3.597085,3.330436,4.483846,3.6617439,4.489305,4.297474,3.641048,4.285143,4.356558,3.4969578
"ALOX5",3.5462139,4.008952,3.1484408,4.070467,4.7810574,3.8633506,3.5190225,3.6122386,3.843405,3.3168097
"ALOX5AP",3.7546802,3.4975855,3.543463,3.7212074,4.492487,4.3155303,3.6879268,3.920949,4.2544923,3.5185614
"ALOXE3",10.068238,9.148776,10.538881,9.959137,7.3410864,9.695041,10.06617,9.946268,9.034576,9.548905
"ALPG",9.964845,9.518749,9.677521,9.490337,12.080846,10.088383,9.819601,9.5456705,9.598833,9.951333
"ALPI",9.917691,9.118773,10.529141,9.916311,11.353809,10.029051,10.199724,9.650899,9.443608,9.693258
"ALPK1",4.407643,4.2865314,4.66926,3.8459458,3.161499,3.819154,4.0705457,3.885593,3.5462945,4.619053
"ALPK2",7.0936084,7.4322443,6.576769,6.989808,8.545437,6.586924,7.256562,6.6271234,6.7672462,6.79191
"ALPK3",4.6913695,4.35908,4.2171173,4.7619176,3.2753425,4.4498806,4.6259885,3.8993468,4.372783,4.0381827
"ALPL",8.07354,7.7684455,8.650225,8.125772,8.187849,8.177797,8.508434,8.138547,7.904456,8.402694
"ALPP",8.332127,8.21525,8.356042,8.596266,12.939087,9.068352,8.59127,8.93448,8.951844,8.5507345
"ALS2",10.972512,11.622958,9.372688,10.380792,11.682205,11.08109,10.391495,10.826939,11.281742,11.434563
"ALS2CL",7.8476667,8.153764,8.504234,9.405913,8.099977,8.184454,8.157218,7.971565,8.636736,7.6205044
"ALS2CR12",4.9253526,4.0708165,5.609437,4.4575224,4.091105,4.45154,4.891634,5.0951405,5.0478196,4.6705217
"ALX1",2.352362,3.857662,2.433,3.871663,4.273786,3.5420628,2.3484516,3.2694826,2.333692,5.5853667
"ALX3",5.6386585,6.9455123,5.6386585,5.8862476,6.826298,6.3425274,5.363006,6.0467634,6.096663,7.1983275
"ALX4",2.352362,2.889646,2.433,2.5769746,3.663268,2.6373827,3.7440681,2.36195,2.333692,2.3220553
"ALYREF",12.362408,13.264653,11.423825,12.170836,13.415248,11.872347,12.389635,12.384102,12.427987,12.262615
"AMACR",6.4673796,7.1546044,5.8376417,7.417308,7.706547,6.7527847,7.9861865,7.40518,7.113776,7.1034126
"AMBN",2.9594216,2.42625,3.6007352,2.5769746,2.6372788,2.5375738,3.3820102,2.8115833,3.134746,2.3220553
"AMBP",9.4873905,8.887987,8.840807,8.913995,9.43169,8.637742,9.361332,9.165497,9.42612,8.849693
"AMBRA1",7.081735,6.5256634,7.2713366,6.9786096,6.5487022,6.6660757,7.351531,6.5837593,6.8532486,6.4171224
"AMD1",8.848075,10.884464,8.036193,9.214046,10.425415,8.573743,7.483633,9.760368,10.048866,10.93903
"AMDHD1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AMDHD2",11.173436,11.564997,11.209577,11.545484,11.893543,11.187982,11.502657,11.417377,11.251028,11.320391
"AMELX",6.9344797,6.8043737,6.8634753,6.497042,7.031733,6.8808193,6.334647,7.01092,7.1011505,7.0476475
"AMELY",3.258495,2.42625,3.5609832,2.5769746,4.1586637,3.107007,3.884264,3.0620663,3.3266718,3.429556
"AMER1",5.3042436,5.304388,5.59397,5.29157,6.0667205,5.6092124,5.1287694,5.603736,5.806011,5.2841954
"AMER2",2.352362,2.42625,3.6090467,2.5769746,2.6290216,2.7678525,2.3484516,2.8270776,2.7341635,2.3712778
"AMER3",3.3403912,3.5811214,4.7801723,3.9691083,2.9417987,4.023014,3.4017682,3.9848351,3.064562,2.8336968
"AMFR",8.402085,8.533957,7.668455,8.589085,8.071015,8.709415,8.183403,8.064354,8.365239,8.19627
"AMH",7.8190293,6.8892727,8.805251,8.817352,6.5111036,8.74522,7.662196,7.3260326,8.115216,7.685348
"AMHR2",8.715923,8.045723,8.966018,8.291706,8.536802,8.749243,8.805251,8.467211,8.511065,8.966559
"AMIGO1",7.8831677,8.268162,8.023993,8.526494,8.826283,8.823061,8.000511,8.906933,8.882479,8.241435
"AMIGO2",8.423923,9.741857,6.155548,7.718058,9.703884,5.2239943,8.910618,7.7621264,9.292318,10.020486
"AMIGO3",9.389913,9.706119,8.932812,9.2234335,9.614807,9.789662,9.406187,9.588117,9.5616665,8.857046
"AMMECR1",10.16206,11.017066,8.551159,9.609083,10.60951,9.777426,9.794458,10.1219845,10.286358,10.732577
"AMMECR1-IT1",3.6147351,4.1832895,2.433,4.3972015,2.3642735,3.2551708,2.8042445,3.0779383,4.0728765,3.7774012
"AMMECR1L",6.375581,6.4021063,6.761018,6.918014,5.8891215,6.369002,6.742623,6.2895284,6.477098,6.1626983
"AMN",8.266941,9.3050785,7.8125186,8.209082,9.410141,7.7658505,8.540815,8.890253,9.073094,9.66103
"AMN1",7.5097055,5.930986,8.450562,7.071868,6.3176007,6.993536,8.288374,7.072117,7.007786,6.6737523
"AMOT",6.3556495,6.3955746,6.403952,6.6957154,6.793542,7.8086514,6.4177155,7.2356715,6.46235,6.1293635
"AMOTL1",5.504429,5.4395084,5.385484,5.5643144,3.3313487,5.821642,5.0688343,5.704759,4.932709,4.9713945
"AMOTL2",2.352362,2.42625,3.3647964,2.5769746,2.6999044,2.5330706,2.9791825,2.6232746,2.7943752,2.3665206
"AMPD1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AMPD2",16.077526,16.194221,16.42591,16.271257,15.311759,16.103474,16.263416,15.88641,15.775346,16.410686
"AMPD3",9.83572,8.78135,11.201894,11.187356,7.3212705,10.392335,10.467683,9.564077,9.324384,9.164897
"AMPH",6.363711,6.408651,5.3444495,6.7403235,6.6478004,7.1122794,5.4702024,6.451144,6.439166,6.3885565
"AMT",9.316532,9.480781,10.090853,10.560907,9.987445,10.038048,9.8451805,10.055896,10.030024,9.07754
"AMTN",3.0997314,2.42625,2.433,2.5769746,2.9284606,2.350215,3.067003,2.36195,2.968474,2.4221523
"AMY2A",15.92203,16.248165,14.541352,15.224149,16.652508,15.316215,15.217674,15.874818,15.96182,15.971501
"AMY2B",2.352362,2.42625,2.433,2.5769746,2.7939756,2.350215,2.3484516,2.5923223,2.333692,2.4348345
"AMZ1",10.043472,9.513734,9.6409855,9.3808565,10.708605,10.118169,10.098935,9.951932,10.303804,10.303381
"AMZ2",5.36596,5.879201,5.805466,5.7492256,5.724574,5.502165,5.3151503,5.454902,5.500163,5.460111
"ANAPC1",9.172028,10.184172,7.9017034,8.78135,9.694582,8.91126,8.68772,8.881733,9.216122,9.240574
"ANAPC10",3.6071596,4.214964,3.0088835,3.4774592,3.9593136,3.4680233,3.451742,3.1869109,3.6635127,3.1838133
"ANAPC11",5.4867086,6.8392496,3.291312,4.8269024,6.228816,5.3139997,4.1999702,5.557339,5.5962276,5.968771
"ANAPC13",3.3890991,3.740511,3.6673555,3.6885068,2.7489862,3.5944228,3.2655404,3.4974408,3.4274154,2.7483456
"ANAPC15",7.3755574,7.141028,7.212751,6.9871445,7.6307845,7.3909354,7.2592854,7.020533,7.0946474,6.968487
"ANAPC16",8.513053,8.848075,8.111404,8.663612,9.502634,8.834998,8.309542,9.361332,8.730408,8.282493
"ANAPC2",7.4562635,7.1834216,8.361834,7.9956784,6.9859366,7.400718,7.868194,7.427544,7.534071,7.156105
"ANAPC4",8.687424,9.671026,9.201219,9.478431,10.05968,10.421555,8.593291,10.841869,9.510342,9.528342
"ANAPC5",5.8253684,5.939761,6.2886114,5.9258676,6.437713,5.971058,6.3714933,6.102871,6.008303,6.07232
"ANAPC7",12.373179,13.160584,11.486921,11.985197,13.432999,12.558903,12.13801,12.218514,12.7502165,12.344107
"ANG",12.472415,12.230912,7.591144,9.734947,11.279239,8.001002,10.733488,9.7228,11.8459215,12.622466
"ANGEL1",4.564044,5.3643355,4.705101,5.385092,4.431023,5.237616,4.912173,4.6148233,4.694772,3.9413064
"ANGEL2",7.0502114,7.9994373,6.926062,7.446159,7.5542135,7.454046,7.2735286,7.7102237,7.2803664,7.559753
"ANGPT1",5.8428845,6.950691,6.7899647,6.104747,9.867713,7.7707515,5.6213975,8.55668,6.911743,7.8262687
"ANGPT2",5.7997937,7.1970243,4.462952,5.749516,7.4760528,6.3806686,6.00879,6.5437803,6.2210093,6.5848484
"ANGPT4",4.675689,4.67366,5.051918,4.6791787,5.162887,5.090696,4.1562033,4.666461,4.656869,4.5425754
"ANGPTL1",6.443352,6.8920746,4.930998,5.4728537,3.8773944,3.5090876,6.2866144,4.6204214,5.3085623,5.839925
"ANGPTL2",6.552078,6.1023464,5.860532,5.740574,4.4618497,6.0876646,6.6950064,5.794652,5.9129977,5.5548515
"ANGPTL3",3.619435,3.3057778,2.9941907,2.5769746,4.441796,3.8935633,3.6264224,3.9747617,3.4527686,4.0295963
"ANGPTL4",2.352362,2.42625,2.433,2.5769746,2.5234306,2.350215,2.3484516,2.36195,2.333692,2.3946517
"ANGPTL5",2.8025875,3.325663,2.433,2.5769746,2.8670275,2.7790294,2.879263,3.2071583,2.8906577,3.6235445
"ANGPTL6",5.200756,4.793818,5.806011,5.269499,5.8443923,5.2590094,5.520533,5.512125,5.9145694,6.308591
"ANGPTL7",6.2476306,5.644809,6.919505,5.930911,6.1749363,6.1856947,6.326348,6.0365543,5.965354,6.1822505
"ANGPTL8",5.129443,5.201105,5.058336,4.89119,5.3037996,5.13426,4.989218,5.3698063,5.3579535,5.137574
"ANHX",5.1970587,4.718073,5.715584,5.1452465,4.287905,4.9405046,4.945972,4.611807,5.1919756,5.3901825
"ANK1",3.5935001,3.732575,4.0186443,3.8707533,3.8633506,3.8828163,3.909787,3.1957002,3.8590755,3.608183
"ANK2",5.713724,5.3168387,6.1213923,5.7606606,5.5135326,5.6761227,5.783039,5.8105025,5.2859855,6.2226896
"ANK3",4.596869,6.3178806,7.384528,7.225839,5.478129,8.040651,5.002209,8.897885,6.664425,5.137282
"ANKAR",10.200925,10.753524,10.201281,10.788863,10.487536,10.68657,10.075093,10.519521,10.617536,10.289691
"ANKDD1A",6.7770057,6.3591332,7.4176164,7.066937,6.767866,6.694261,6.9622173,7.0417085,6.9730873,6.8920746
"ANKDD1B",11.470716,10.393075,11.901229,10.764135,12.278515,11.693724,11.736021,11.802496,11.617774,12.083179
"ANKEF1",5.7834167,5.798336,4.5019507,4.933117,6.0301857,6.111733,4.698177,5.8853264,5.7667165,5.417019
"ANKFN1",7.7632904,7.1794386,7.7195754,7.328177,7.89127,7.515422,7.95692,7.5255046,7.7737527,7.855884
"ANKFY1",4.4165897,4.449844,4.720744,4.84781,4.329785,3.9913452,4.5201044,3.833615,4.4086614,4.1021075
"ANKH",6.6535115,6.905768,6.1897507,6.67905,7.1146655,7.071553,6.18362,7.800192,6.8762937,6.648686
"ANKHD1",9.207386,9.937916,8.5266285,9.211911,9.92031,8.832832,9.532684,9.395072,9.193451,9.173216
"ANKHD1-EIF4EBP3",10.363926,9.565614,10.749099,10.219624,8.495453,10.040626,10.407638,10.092752,9.554417,9.886373
"ANKIB1",6.867162,7.694462,6.057786,6.950431,8.246486,6.988846,6.8098717,6.821475,7.1207533,6.998924
"ANKK1",2.771393,3.8394244,3.878985,2.5769746,3.5161176,3.0110013,3.1025467,3.2395115,2.8113627,3.183174
"ANKLE1",4.236387,4.2279778,4.4839616,4.7530375,4.116135,3.871663,3.9615135,4.394046,4.1376595,4.118028
"ANKLE2",13.144096,13.482436,13.601343,13.725191,13.350593,13.40864,13.51169,13.346238,13.101247,12.995578
"ANKMY1",5.767221,5.9776573,5.7065024,6.0518064,5.464217,6.4698567,5.356551,5.955671,5.642961,5.3493724
"ANKMY2",6.9784307,7.9217696,7.083081,7.2757125,8.779574,7.4438443,6.9855986,7.3934956,7.0824146,7.499007
"ANKRA2",10.677762,11.796283,9.090096,10.256517,12.124014,11.857313,10.041012,11.72471,11.276549,11.546754
"ANKRD1",2.6339478,3.777266,4.0845804,2.5769746,4.515531,3.946736,3.066584,5.401613,2.5484767,2.4360504
"ANKRD10",8.958228,9.594517,6.914611,8.337555,9.73159,8.86487,8.708258,8.448591,9.316532,9.3050785
"ANKRD10-IT1",6.6438994,7.6947956,4.586549,6.1971283,6.8224154,6.060427,5.6462665,5.9725566,6.78866,7.6912785
"ANKRD11",13.592361,14.163786,12.681924,13.37192,14.422217,13.707409,13.160584,13.787761,14.101483,13.485294
"ANKRD12",9.740724,9.588846,9.534096,10.160765,9.167239,9.279166,9.757839,9.279166,9.499664,9.341164
"ANKRD13A",11.570916,12.492067,10.732577,11.5930605,13.623757,11.263895,11.317482,11.924265,12.051996,12.058107
"ANKRD13B",8.53975,8.08312,8.726548,8.025986,8.642552,8.13428,8.388295,8.21326,8.249763,8.573743
"ANKRD13C",7.4238467,7.69369,6.7715483,7.326411,7.113518,7.165263,7.0661235,6.892579,7.441413,7.274235
"ANKRD13D",6.6667314,6.2339845,6.9918957,6.812814,6.208639,6.4376187,6.8409586,6.395456,6.5050683,5.9992533
"ANKRD16",6.2061977,6.2696056,6.4271016,6.325119,5.9323244,5.986417,6.2042537,6.2339845,6.7005024,5.894047
"ANKRD17",2.8088214,4.47989,2.433,2.5769746,3.9488266,2.5204804,2.3484516,2.36195,3.2194123,4.1988087
"ANKRD18A",6.2422147,6.2887278,5.915429,6.958604,4.7597075,6.01854,6.2483363,5.5009193,6.1012464,6.437713
"ANKRD18B",5.901655,5.8563175,5.749662,5.8694315,5.648892,5.3230743,5.729827,6.05548,6.0448074,5.343899
"ANKRD2",5.855138,6.0123253,5.3801546,5.586836,6.5641484,6.100986,5.482948,5.9158406,6.120817,5.8895273
"ANKRD20A3",7.173909,6.6267757,6.3632874,7.676577,4.63701,5.7757277,7.0600376,5.3402195,6.3984914,7.1266828
"ANKRD20A8P",7.9140844,6.744357,7.451957,7.885576,6.6089373,6.727399,8.029059,6.6107216,7.575482,6.75252
"ANKRD22",5.860088,7.3390102,3.5200765,4.545602,9.481365,4.118507,5.5240784,5.7623377,7.310087,7.4433165
"ANKRD23",4.8498416,4.7033496,5.730772,6.4162865,4.3804216,6.3544245,5.0887513,6.104859,5.9992533,4.162151
"ANKRD24",2.7249718,2.42625,2.433,2.5769746,2.883246,3.8321373,2.6542048,2.36195,2.6220224,2.3802166
"ANKRD26",8.245739,8.446048,9.020709,9.212475,8.197341,9.328988,9.004954,8.664391,8.395718,7.9073415
"ANKRD27",6.273371,6.747778,5.637641,6.4688277,5.1938233,5.739037,5.75273,6.0939174,6.427183,5.795208
"ANKRD28",7.0355086,7.161661,9.360331,8.290178,7.9567595,7.452921,8.077942,8.388295,8.258257,7.2871103
"ANKRD29",5.385199,5.5977445,4.977943,4.4537134,6.6696906,6.4493046,4.4645495,5.689282,5.8536286,5.8618684
"ANKRD30A",5.864049,5.688569,6.579198,6.072598,4.8967566,6.233264,6.444132,6.062732,6.0445447,5.9320536
"ANKRD30B",4.1195602,5.5376186,5.01251,5.753448,4.8870683,5.0869017,5.173489,5.2501407,4.755731,4.646746
"ANKRD30BL",11.922973,11.74706,11.932589,12.194002,10.591536,11.802496,12.069044,11.538617,11.515002,11.358998
"ANKRD31",2.8781335,2.42625,3.0199304,2.5769746,2.5476427,3.143633,3.1871605,2.36195,2.4728258,2.3220553
"ANKRD33",6.5593667,6.1158524,6.6045113,5.6413274,6.8258524,6.353353,6.600729,6.410864,6.462689,6.751355
"ANKRD33B",9.413874,10.288452,7.0766373,8.925931,9.884398,7.5275073,8.355444,8.477751,9.548905,9.407781
"ANKRD33B-AS1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"ANKRD34A",2.352362,3.0583076,2.433,2.5769746,2.3236892,2.5688982,3.055157,2.36195,2.435414,2.4571311
"ANKRD34B",2.352362,2.42625,2.433,2.5769746,2.401029,2.350215,2.3484516,2.36195,2.333692,2.346657
"ANKRD34C",2.352362,2.42625,2.433,2.5769746,2.3499463,2.350215,2.3484516,2.36195,2.333692,2.3220553
"ANKRD34C-AS1",12.121308,10.799365,11.850722,11.414736,10.153532,12.050022,12.002302,11.883819,12.0695305,11.725969
"ANKRD35",8.784044,8.493732,9.192184,9.082876,8.207275,9.128239,8.976352,9.122632,8.85615,8.477124
"ANKRD36",11.880007,11.68819,11.847405,11.942983,9.549169,11.477755,11.926662,11.323019,12.067254,11.825139
"ANKRD36B",12.427987,12.380378,12.506148,13.036127,12.458197,12.664305,12.879869,12.581139,12.987573,11.795307
"ANKRD36C",5.233616,5.9662967,4.571716,5.9792767,5.7020617,5.697172,4.833831,5.047703,5.31486,5.2376766
"ANKRD37",9.898371,11.131652,9.223085,9.850781,10.478562,9.738303,9.731027,10.977719,10.457176,10.624117
"ANKRD39",8.856535,9.513437,8.391708,8.736389,9.524851,8.992104,8.44369,9.098951,8.891257,9.1568
"ANKRD40",6.79866,7.242364,6.2163367,6.7656636,6.3899474,6.272674,6.541888,6.1755357,6.6202416,6.8425345
"ANKRD40CL",3.830915,4.0005016,3.2343903,3.8924243,4.6113496,3.5411844,3.8550887,3.2950702,3.8283472,3.9521923
"ANKRD42",8.108192,8.261202,7.652711,7.8486123,9.172325,8.04983,7.7006445,8.226334,8.054015,7.9855986
"ANKRD44",6.992325,8.106578,5.706389,6.762792,9.493461,6.7158513,6.0324154,6.753022,6.7845287,7.4263625
"ANKRD44-IT1",5.310933,5.5783663,5.0674324,5.3096447,5.7400336,5.376566,5.040012,4.9268374,4.983467,5.2916603
"ANKRD45",4.513316,5.2950716,4.447423,5.1323457,5.0780077,5.3383527,4.2138605,5.540977,4.1663885,5.248272
"ANKRD46",6.242343,7.1332746,5.868541,5.9254603,7.6095905,6.7040586,6.1074834,6.732726,6.336447,6.6861544
"ANKRD49",4.99839,5.622148,5.7251735,6.079235,3.3663714,5.6117635,6.0283413,5.7795196,5.335266,5.2972765
"ANKRD50",7.0930333,6.910794,7.056519,7.047034,6.478676,7.1568003,7.1735816,6.7910633,6.8328166,6.9243455
"ANKRD52",8.2547035,8.314625,8.900959,8.468776,8.175231,8.263475,8.2430525,8.032957,8.095249,8.243537
"ANKRD53",9.051445,8.895976,9.744601,9.329685,8.526494,9.085849,9.639615,9.221079,9.248865,9.071923
"ANKRD54",8.97234,8.771826,10.255973,9.964042,8.312797,9.371092,9.594517,8.8430195,8.470634,8.928318
"ANKRD55",7.084125,5.03597,4.5731072,4.035211,4.220716,3.601684,7.4205194,3.4819639,5.0004807,5.3349724
"ANKRD6",6.539769,6.2880516,7.11094,6.424627,6.3255544,6.292351,6.7214866,6.5718675,6.7245245,7.212239
"ANKRD60",5.186196,4.0500064,6.209614,4.5600963,2.3236892,5.205059,5.502742,5.0764384,4.844466,4.608894
"ANKRD61",3.9524665,4.4869876,3.878541,4.460524,5.5301723,4.4117584,3.9848351,3.9393878,4.0072665,5.1282115
"ANKRD62",7.8448634,7.2711906,7.7707515,8.628877,8.157218,8.469216,8.69378,7.797444,8.030475,6.9660215
"ANKRD62P1-PARP4P3",5.553011,4.5206556,5.9257255,5.084844,2.7608542,5.196133,5.4220204,5.717883,5.119766,5.1274033
"ANKRD63",4.121175,3.7906034,4.003701,3.9747617,4.0807047,3.7766023,3.5455294,3.8636107,3.6885068,3.7481108
"ANKRD65",6.2676234,6.109455,6.7194557,6.5280414,5.6154304,6.0512056,6.5597734,6.101915,6.1158524,5.916143
"ANKRD66",5.276426,5.436037,4.88474,4.994762,5.54884,5.4368906,4.646214,5.548751,5.021505,5.344862
"ANKRD7",3.5248494,3.4713788,3.903362,3.821908,3.7636619,3.8456368,3.2264419,3.7417095,3.868791,4.084182
"ANKRD9",7.610078,7.590915,5.980066,8.165378,7.8150463,6.2674146,6.502134,7.1816516,7.6205044,8.473757
"ANKS1A",5.8071556,6.297662,6.959172,6.447902,5.3019667,5.8031855,5.816771,6.2615323,5.9388595,5.996444
"ANKS1B",5.038752,5.2092466,5.785482,5.092277,4.648751,5.0512714,5.9988613,5.369977,5.1753845,5.6329236
"ANKS3",10.880303,11.761244,10.665052,11.582203,12.676483,11.37373,10.975333,11.301395,11.343045,11.29684
"ANKS4B",3.6406364,2.42625,4.3100986,4.10447,3.0974507,4.0728765,4.1860557,3.5497577,4.978422,3.7658355
"ANKS6",5.3553753,5.659612,4.296697,5.4336014,4.826012,4.995693,4.6652365,4.4187484,5.1187716,4.5907097
"ANKUB1",9.182224,8.582267,9.742473,8.85004,9.297565,9.364012,9.7595005,9.422263,9.152605,9.45404
"ANKZF1",7.0371323,7.110602,7.021692,7.071553,7.9184685,6.836204,7.2640314,7.254794,7.065973,7.3021383
"ANLN",4.9560275,5.0921564,3.834726,2.5769746,4.662292,5.903507,4.873297,4.1767035,3.8086462,4.104296
"ANO1",6.521741,7.3145647,7.9718766,8.059487,6.153904,8.448019,6.6137366,7.521056,7.1608167,6.4622693
"ANO1-AS1",7.402199,6.812942,7.788843,7.3168006,6.644055,7.198594,7.3546987,6.8278923,6.979984,7.091094
"ANO10",8.334935,8.858195,8.510345,8.602921,9.259901,9.205955,8.450562,9.535067,8.703424,8.780435
"ANO2",4.568932,3.9225025,5.5100718,5.497372,4.8959775,4.718934,4.9295945,4.898237,4.7798944,4.665004
"ANO3",3.2206209,2.42625,3.0087678,2.5769746,2.3236892,2.350215,3.2638907,2.36195,2.4564052,2.4506862
"ANO4",6.134218,5.243052,6.281984,5.7922087,5.6493063,6.516661,6.0416727,5.6428576,5.41763,5.9365954
"ANO5",4.635254,4.4494314,4.432657,4.3228264,4.657286,4.8425846,5.101692,4.6397877,3.850567,3.8491414
