"","GSM1832695","GSM1832696","GSM1832697","GSM1832698","GSM1832699","GSM1832700","GSM1832701","GSM1832702","GSM1832703","GSM1832704","GSM1832705","GSM1832706"
"ADD2",7.5698023,7.22118,6.66810802,7.15823749,7.65164,8.0681639,7.1356707,7.15314678,6.61205867,7.10558132,8.3229227,7.827735
"ADD3",8.4744215,8.3318625,8.2132674,8.9993267,6.4497929,6.92250923,8.1961108,8.4711352,8.960064,8.6214724,4.9208384,7.1488047
"ADD3-AS1",0.891706599999999,1.3924796,1.7556849,0.188810599999999,1.7566862,1.8941636,1.6150266,0.8881231,1.1823793,1.0476096,2.0752066,2.7038966
"ADGB",1.5863681,0.850489199999999,2.5640306,2.3336592,2.5087966,1.8464003,2.0177516,0.782143599999999,1.3751469,1.0517156,1.9582939,2.373044
"ADGB-DT",1.5314856,2.4077282,1.7244902,1.1194076,2.4466462,1.8252449,1.9274474,0.9389666,1.2525101,1.3785296,2.5772576,2.2834806
"ADGRA1",2.8806106,3.8324556,2.9195652,3.5847674,3.8231058,4.4045658,2.9124346,3.4870143,3.169796,2.8145571,4.5955592,4.6045418
"ADGRA1-AS1",9.2272616,9.9156876,9.9160061,9.5082178,10.0006514,9.5069666,9.7093526,9.7467804,9.5852843,9.3660403,10.3809481,9.5885296
"ADGRA2",9.372202,8.4650231,8.7448092,8.4836388,8.5178852,8.8399659,8.7278042,8.813819,8.2853423,8.901722,8.3754521,8.7270031
"ADGRA3",9.3087874,8.3188343,9.1308366,8.3471384,8.5337391,7.5951796,8.6751194,8.6784201,7.921691,8.6678934,7.7761164,7.75689033
"ADGRA3P1",3.7422566,4.5519443,4.5719195,3.9280234,4.7454625,3.9517226,3.6993595,4.0438323,2.5668912,3.424244,2.7571356,3.2257266
"ADGRB1",4.7735286,5.0923443,4.4506374,5.022079,5.2240849,5.9502783,4.7062497,4.796741,4.5198913,5.4816175,6.70730356,6.7831469
"ADGRB2",10.1300459,10.0557413,10.0503168,10.2779694,10.6223832,11.1665373,10.2188664,10.2014742,10.5555601,10.4530812,11.0359566,11.3002636
"ADGRB3",2.746687,2.1942664,2.2502303,3.6293874,1.9853559,1.8689406,1.673359,1.3368073,1.3565606,3.0419016,1.9884763,3.1265502
"ADGRB3-DT",4.9598256,5.9874192,5.6356364,6.000948,6.1776438,6.61101535,6.1751881,6.7558928,5.5212937,6.4911299,6.10335926,5.9812284
"ADGRD1",10.7889996,10.3473978,10.3328256,10.2486143,10.0386191,11.0061541,10.5264082,10.6557131,10.6586304,10.8269854,10.9069081,11.3277331
"ADGRD1-AS1",4.1666289,4.7745872,4.2587657,4.3620363,4.777092,5.3630367,4.4194579,4.3850976,4.0256096,3.7073884,4.2659588,4.8720056
"ADGRD1-AS2",6.0357752,6.83202556,5.9029036,5.6708088,6.12527755,6.48549894,5.537571,6.4658413,7.129978215,4.8706541,7.95947174,6.78885702
"ADGRD2",9.5478086,8.6149006,8.9603281,8.6973362,9.1727716,8.9849558,9.2724161,8.924099,9.1470471,9.0623646,9.6921263,9.2554379
"ADGRE1",7.89912895,7.90285877,7.90912155,8.0167981,8.5125399,8.5365324,8.1554013,8.2740794,8.1590081,8.1449757,8.7586518,8.7330046
"ADGRE2",5.0895729,5.1873861,4.2816258,5.3576413,4.3168446,4.9919353,4.1062222,5.3485504,5.2008219,5.0740471,4.8675686,4.6227928
"ADGRE3",1.6116209,2.7304411,1.9225816,2.920084,3.3874206,3.2418623,3.0781269,1.8886099,2.2839806,3.1455717,5.659586,5.1917372
"ADGRE5",7.2927876,6.25097946,5.7124606,6.86943535,4.3342286,5.643405,5.9432936,7.112650906,7.954505,6.7082043,6.2414532,5.1111226
"ADGRF1",1.1360276,5.5738497,1.9603266,7.95396236,6.59409622,7.82915023,1.5788216,7.6907168,7.47787288,6.927961384,6.03485826,8.4185734
"ADGRF2P",0.8924656,3.0051396,1.8001956,2.0361386,2.417933,1.8648256,2.1714316,1.7018199,1.1785946,1.0703822,3.1199408,2.4596019
"ADGRF3",4.9178601,4.8752886,4.9825802,5.1253453,5.5120373,6.0231476,4.668396,4.9598799,4.8922053,4.6714286,5.8477245,5.6564589
"ADGRF4",1.0598121,3.3447781,2.1088936,2.9781706,2.1146269,2.5793276,2.4152696,2.9940426,3.5791593,3.4492712,4.261148,2.7387991
"ADGRF5",6.932579075,7.47820667,7.063732182,8.3166342,7.056646382,8.2212572,7.85050586,8.4899989,7.66781334,8.1643877,5.7265587,8.0953408
"ADGRF5-AS1",0.840457,2.6503892,1.8219316,0.7379446,1.7392812,2.2761866,1.5432806,1.2075816,1.1613686,1.0134836,3.183177,2.4472476
"ADGRF5P2",4.2987504,4.7053036,4.3588519,5.516017,5.174573,5.305799,4.9411856,5.8828097,5.107337,5.4552117,2.7749996,4.9771123
"ADGRG1",9.847271,8.055604,8.8522272,7.7899542,6.84779552,6.3640061,9.225441,7.94872955,8.4743586,7.46673206,7.7707415,6.77492908
"ADGRG2",6.74088863,8.9793911,4.8356562,9.0640622,7.39403824,8.0533209,6.08734325,5.0006194,7.3557854,5.1229391,4.5891242,7.7309275
"ADGRG3",8.0143347,7.84125713,7.41862014,8.030571,8.0207596,7.87006954,7.22494701,7.64230064,9.6437816,7.565733,8.9662714,8.0621348
"ADGRG4",0.9330063,0.7331346,2.2584648,0.277407599999999,1.7385502,1.8793966,1.6779416,0.911330299999999,1.2403403,1.0535936,2.2068816,2.8361796
"ADGRG5",2.7240582,4.9005185,4.3702316,4.0199805,4.7008233,4.0795116,3.7919703,3.3703938,4.9777971,4.1838622,4.7776671,4.3115044
"ADGRG6",3.1407276,3.4260044,2.7644596,4.0634876,2.4174356,2.738092,2.7559406,3.7449226,4.0457731,3.7399598,3.1849828,3.7231566
"ADGRG7",3.2758266,2.3878394,1.7172616,2.1092601,1.792552,1.869236,2.4515519,1.5298426,1.6480542,1.3478623,1.9653492,2.665536
"ADGRL1",7.9743147,7.6704312,8.0660429,7.8543158,8.4506703,8.2268782,7.69506744,7.47188667,7.16540531,7.20647339,9.7763949,7.6197739
"ADGRL1-AS1",9.7698508,8.5255995,9.5336486,8.4878245,9.4594479,8.9093495,9.3962002,8.9795018,8.3122969,9.3022919,10.1145382,9.8252488
"ADGRL2",9.0775872,9.3813534,8.547473,10.7685404,8.9534502,9.7629824,8.6174832,9.8926573,10.9756546,9.810257,8.3470087,8.6183367
"ADGRL3",6.80135254,6.39156154,6.5007439,7.17136005,6.92140392,6.0077668,6.82205585,5.1399379,6.48389057,6.3969231,6.28200725,6.51095203
"ADGRL3-AS1",0.9872846,0.842952299999999,1.732812,0.2747493,1.8534842,1.8492661,1.7277236,0.9952741,1.222538,1.1772576,2.0993929,2.5405226
"ADGRL4",6.32114605,6.914436375,6.30815605,8.2626553,6.64250187,7.9971705,6.07280735,7.3054171,6.17097953,6.85764602,4.7095556,6.92644695
"ADH1B",3.8994494,3.9273048,3.0230322,6.4456883,1.7706709,3.7005911,3.4336376,2.7426682,2.0814009,3.9961634,2.4593086,5.0140558
"ADH1C",6.0381899,5.424306,5.1880546,7.6907082,4.811255,4.7849942,5.6366883,4.5020266,4.6460719,5.5400772,4.3903628,6.80527214
"ADH5",8.1914721,7.73537735,8.4736557,7.8948403,5.6399994,5.7642632,8.3107815,7.41007522,7.62230495,7.8935261,3.8074208,5.5871616
"ADH5P4",8.558877,7.4602566,8.4238654,7.62422374,7.4285393,7.447794,8.3843298,7.6224909,7.88200096,7.8671885,6.10922817,7.33167747
"ADH6",7.25982765,6.78650097,7.44535354,7.21795467,7.72778705,7.03163818,6.90032772,6.34690956,6.82098583,6.2054749,6.5042267,7.12928871
"ADH7",2.2423129,3.043334,2.0148676,2.8113386,2.5850056,3.0399446,1.9980202,2.123302,2.240387,1.8174076,2.2099146,3.0884304
"ADHFE1",8.6443777,8.8180533,8.6192789,8.4634533,9.0026665,7.5472565,8.6438961,7.54287246,8.0323735,7.40584377,7.98901085,7.5267897
"ADI1",7.74045185,6.73646263,7.8095427,7.21057132,5.8192101,6.37013916,6.86156658,6.68668846,7.5319882,7.29316524,4.5223046,6.53745035
"ADIG",0.7952166,1.5251256,1.6190836,0.4711662,1.6907912,2.8957539,1.5424099,0.806033599999999,1.174788,0.9214876,2.6849526,2.6548726
"ADIPINT",0.8155613,1.5145312,2.2482963,0.4625979,1.7290796,1.8102866,1.560968,0.831315099999999,1.1435736,2.1450963,2.1668868,2.909915
"ADIPOQ",3.2177172,4.0596953,1.8544806,2.2288916,2.330638,4.7575036,3.1645151,2.7978421,1.4860363,1.9832146,3.5884666,2.7353876
"ADIPOQ-AS1",13.6679296,13.1229821,13.2427969,14.2410393,13.6855526,14.1765996,12.9089451,13.6536436,14.1289616,13.8968936,12.5141592,13.3314391
"ADIPOR1",12.267457,12.0009576,11.8693829,11.6214696,11.6641856,12.0707913,11.9874401,11.7403241,11.6629486,12.2754706,11.8181336,11.2755289
"ADIPOR2",8.696393,7.77205375,8.6474123,7.52966694,7.14192394,6.79329876,8.55616,7.62943176,7.7349186,7.83017067,7.71583656,6.0137358
"ADIRF",3.0971589,4.3211026,3.9534556,3.6072231,3.8742514,2.7033654,3.7849666,3.8176056,3.3400002,2.889236,5.4791069,3.5513091
"ADIRF-AS1",9.1423169,8.993825,8.8208647,9.3592043,9.7562399,10.2506543,9.1675626,9.1425858,9.3930816,9.4488888,9.9062348,9.8125172
"ADISSP",10.2317086,9.0648804,8.5371866,9.4430294,8.6737347,10.1482582,9.1828156,9.5019408,9.8723926,10.2661925,9.6943216,9.9321099
"ADK",9.4143686,8.7551594,8.9549227,8.8898306,8.3226395,9.2922697,9.0299816,9.2415161,9.3207875,9.3933401,8.2668524,8.9539872
"ADM",10.2269546,8.9943943,8.8512984,8.2611695,9.7072487,10.0149908,9.8740836,9.2559023,8.8769112,9.9223976,10.1066332,9.7290546
"ADM-DT",2.415545,2.9342616,2.3204736,2.803361,3.3499771,3.2693448,2.4903946,2.9851616,2.0886296,2.5526281,3.5541696,3.3226533
"ADM2",7.7838297,7.5249825,7.6825686,7.3078299,7.9328127,7.44798378,7.8877163,7.7593012,7.3596516,7.6976338,8.7612505,8.1688319
"ADM5",10.0383721,9.358119,9.3815375,9.5746794,9.100976,10.2125026,9.3684292,9.6681519,9.6366787,10.3888073,10.0227604,10.1284906
"ADNP",9.4596539,9.1189499,9.5749216,9.211566,9.331707,9.3460379,9.1881104,8.847127,8.9202423,9.4134999,8.5740538,9.6959439
"ADNP-AS1",2.6248703,4.1702271,3.7070146,3.9761416,3.1633029,2.3541203,4.0117531,3.932261,3.2371245,3.6113806,2.610281,2.78788
"ADNP2",8.0795803,7.88743404,7.9132233,8.00078205,7.42133716,7.3557196,7.8187342,7.5888453,7.8695088,8.123971,6.79168895,7.17570785
"ADO",7.15051559,6.94161228,6.73675064,7.27239326,6.6116219,5.7711759,6.86201099,6.91378406,7.12943367,5.1157914,4.9290133,4.2356816
"ADORA1",3.7534881,3.8858242,3.1988359,4.2521148,4.4638214,4.8029981,4.1134343,4.0895844,3.7271848,3.7052526,4.8938074,5.3323408
"ADORA1-AS1",1.220882,1.9587366,1.6932406,1.5359046,1.9723426,2.5101729,1.5938321,1.0543756,1.2270346,1.3133011,3.0847249,2.2630673
"ADORA1-AS2",1.3170926,3.55896,2.0010176,2.6403816,2.4541396,3.7398358,1.8112688,1.9023026,1.1655466,1.5226231,3.5779963,2.5392819
"ADORA2A",7.07922653,7.000214612,7.015059506,6.953695332,7.3190861,7.3456984,7.002167737,7.39049057,7.7150479,7.3806849,8.1049214,7.9248839
"ADORA2A-AS1",2.7655946,3.4143529,3.211205,3.4928413,3.9956661,4.1211968,3.8136993,3.6924038,2.7346036,2.980556,3.9648056,3.9517479
"ADORA2B",4.5029483,4.2947808,1.7525606,4.4647293,2.7222956,3.7635575,3.6688386,4.9265528,5.0288849,3.7095609,2.5900278,3.9761014
"ADORA3",6.0804415,5.3440562,5.0285039,6.253336,3.4633732,3.4000788,4.7045408,4.9035559,6.8870745,6.2326794,4.2812386,4.9705668
"ADPGK",9.0839129,8.5264225,8.5822745,8.7264376,8.8659668,7.47568515,8.607728,8.5376768,8.638918,8.6935158,9.6414957,8.4211016
"ADPGK-AS1",1.0866223,3.1793514,1.7204966,2.24754,3.4008828,3.397471,1.656302,2.0129972,2.4959483,1.5592756,4.1053992,3.226769
"ADPRH",6.1279059,6.035553,5.6609593,6.87310985,5.7680059,6.59928373,5.9137364,6.4169026,7.77715114,6.60938076,6.59629015,7.6582966
"ADPRHL1",6.82855991,7.22969059,7.07070545,7.2217255,7.448988,7.7586947,7.015605962,7.72758964,8.4716044,7.9896584,8.4759474,7.97531894
"ADPRM",7.059419667,7.5469752,7.46111778,7.30530742,7.8015137,7.31495575,7.18913654,7.14684013,6.9227877,7.35290912,6.993586575,7.30286602
"ADPRS",7.4855223,7.089389836,6.969780957,7.10971645,7.30077747,7.45462135,7.25300983,7.26790908,7.48283008,7.39392284,7.89294723,7.78368477
"ADRA1A",9.9596396,9.2936126,9.4081564,9.5419159,9.751174,9.8098479,10.0541401,9.4617319,10.0368672,10.013402,10.1813822,9.5482512
"ADRA1B",3.1553016,4.1102581,3.9855186,3.9281841,4.5627585,4.4883738,3.9262766,4.3297516,3.1848212,3.4082833,5.1832366,4.5688229
"ADRA1D",1.9832392,2.9220362,2.0609551,2.8244346,3.231258,2.9894736,2.0547546,1.555357,1.9487606,2.0081576,3.7441473,3.214778
"ADRA2A",9.0279312,8.6383925,8.3675623,10.2784443,9.1997796,9.9395647,8.697177,9.0117865,9.6854191,9.7535096,9.9779101,10.484252
"ADRA2B",3.8192396,4.3521366,3.3479991,3.9008856,4.6421346,4.9449745,4.1065059,3.9971018,3.4559126,2.8087196,4.9757042,4.3516579
"ADRA2C",11.5858106,11.0153389,11.0479296,11.4949086,11.0677166,11.7160683,11.4421931,11.5170926,11.259718,11.4307061,11.7205506,11.9671116
"ADRB1",2.1055386,2.4884576,2.3182716,2.4584446,2.9030506,2.261405,2.3720661,0.922747599999999,3.1218553,1.3898726,2.7047596,2.5735484
"ADRB2",5.2885866,6.2590256,6.0964232,6.51630024,6.505394,7.044628178,6.0749169,5.9645863,6.0698834,5.6704088,6.66254095,6.73616365
"ADRM1",8.834383,8.0596943,8.1418352,8.3591652,8.0989523,8.8256006,8.0868893,8.007186,8.2479782,8.4888945,8.7433739,8.5735445
"ADSL",9.5157004,8.7060776,9.0235548,9.0912486,8.6272717,8.7839384,8.4703808,8.8330469,9.0578938,9.1437941,9.4890223,8.7428637
"ADSS1",1.1926642,2.631074,1.7777996,1.5327959,2.3546696,2.5156936,1.8385659,2.1029306,1.2170749,1.3141833,3.1856594,2.8326336
"ADSS2",7.08270267,7.7469063,7.6919394,7.78797535,6.92120746,5.5416165,7.7469273,7.72227195,7.79727176,7.75407985,6.2120042,5.1494675
"ADTRP",6.2219525,6.76743702,6.4732962,6.5616093,7.22757724,7.17884258,6.80716137,6.892711674,6.8106747,6.61669258,7.50356582,7.54844574
"AEBP1",11.7912646,11.1649762,11.2578106,11.3714906,11.6515923,11.5949526,10.9461279,11.9842291,12.391306,11.7621479,11.9634116,11.4583302
"AEBP2",6.7363482,6.65726284,7.028153454,6.6775723,6.42554,6.951511418,7.07993892,6.93613914,7.020463978,7.07585529,3.9651909,6.83531192
"AEN",7.09456924,5.239707,7.6074515,5.554967,4.7985444,5.1641655,6.3845139,5.3458414,5.3985677,6.0429793,5.7374339,5.7518416
"AFAP1",5.410254,5.0292578,5.1666441,5.4674931,4.847806,5.7261834,4.6540056,5.8523846,5.3463049,5.9388171,4.6186548,6.214119
"AFAP1L1",5.9250479,6.120266,5.8306418,6.3087063,5.8154421,5.5807324,6.4219027,5.9480524,5.1310163,6.05060104,5.949862,5.0113564
"AFAP1L2",7.6312895,6.4363089,7.75367836,7.51948646,6.81535534,6.51028064,6.91290382,6.8502436,8.4005833,6.5182095,5.5461383,6.93160919
"AFDN",11.6525736,11.3106966,11.4573489,11.1895819,11.9943686,12.1045122,11.8304976,11.0641136,10.6101189,11.6819411,12.5176802,12.1560831
"AFDN-DT",3.6002246,3.3568678,4.5452152,3.8509312,4.2442823,4.4080086,3.3005648,3.3597184,3.2744818,3.7330996,3.2949667,3.1912871
"AFF1",10.1245136,9.5068198,9.5671836,9.8781872,10.1768056,9.6240912,9.5832501,9.5068331,9.839449,8.9457531,10.3034506,9.8925276
"AFF2",7.3948479,4.3097811,7.2560759,3.7531062,6.3001957,4.30826,8.1063004,3.1272498,4.3377972,3.4452582,5.5743437,4.1574793
"AFF2-IT1",1.6795526,2.3208943,2.219481,1.8676639,1.7822829,1.8375731,1.6781866,0.847259599999999,1.4567236,1.0102526,2.5784684,3.4153958
"AFF3",5.8377247,6.41346935,6.0086956,6.51371292,7.1957188,7.5632048,6.257144,6.3503914,6.3398228,6.3941908,7.40221313,7.17139867
"AFF4",11.6341029,11.1047573,11.3851424,11.0593146,11.1439352,11.1802786,11.3151904,11.0952721,11.0774136,10.8382159,11.5063296,11.1013689
"AFG1L",5.4302845,4.2247467,5.2458067,4.5291729,4.6370874,4.2194634,5.227531,4.1633396,4.7809325,4.5790081,3.6752926,3.397831
"AFG2A",3.4362541,3.4899831,1.7905903,3.2282858,2.8340556,4.2289458,2.2132266,3.7253323,2.0977446,3.8332286,1.9634562,2.7292061
"AFG2B",7.21625141,5.632658,6.8617554,5.643384,6.13885406,5.3403998,6.6003628,5.5326352,5.5666862,6.23608974,4.6218996,3.9252711
"AFG3L1P",10.2506857,10.179266,9.9689379,10.43536,10.6988631,11.0448006,10.0356626,10.1310006,9.556736,10.0985156,11.0406886,11.104477
"AFM",1.6580046,0.6996166,1.7061146,2.1052536,2.9394376,1.8803086,1.6542106,0.8511811,1.8210226,1.0548926,2.0478483,2.6978979
"AFMID",8.7029076,8.0054484,8.9034815,7.58224014,8.1676379,8.2413206,8.1278897,7.44430545,7.26796058,8.390625,8.0391798,8.826706
"AFP",0.8754483,0.6994886,1.6867986,0.0963915999999996,1.7435336,1.7795592,1.8186713,0.899757599999999,1.1780776,0.9832686,2.098342,2.5769859
"AFTPH",9.3752089,8.9018193,9.282856,9.2702523,9.1603432,8.7821951,9.0827704,8.5502463,8.8403159,9.0551834,8.6426916,9.1440897
"AFTPH-DT",1.049202,0.865531,1.6584502,2.02422,1.7710653,1.8611126,1.5456206,0.9656756,2.8897196,1.0271636,2.0449419,2.6523743
"AGA",6.78982452,5.9581852,6.35249237,6.066,5.0336905,5.1160193,6.78077606,5.9562521,6.3508597,6.15909866,4.9800096,4.5117054
"AGA-DT",0.8200306,2.4240676,1.6426516,1.8469326,2.081573,2.5525866,2.0120676,2.3070096,1.9858666,0.9556296,2.8714013,2.3619176
"AGAP1",9.4383498,9.0264578,9.6400586,9.2166376,9.4934826,9.642128,9.2833252,9.2407799,8.931612,9.0662842,9.7372141,9.5570794
"AGAP1-IT1",1.9491802,4.1476112,4.5780926,4.2509376,4.0356426,4.0486203,4.3911844,3.6051522,2.8566532,3.0881138,3.8748494,4.922513
"AGAP14P",5.0211783,5.80546,5.36267,5.3383799,5.4550333,5.8762246,5.6308127,5.5446988,4.7526326,5.3964892,4.7368651,6.1713815
"AGAP2",10.5873242,9.5684653,9.6045656,9.3582249,9.7999126,9.9215451,10.0239621,9.5773602,9.8493396,9.9027272,10.0659399,9.926591
"AGAP3",7.8586226,8.1183987,7.91703705,7.816721,8.2284909,8.3552351,8.2874718,8.3671923,8.0331526,7.52377037,8.1785689,8.1017104
"AGAP4",6.45414547,7.6268883,7.19521145,7.2849293,7.08380989,6.81843189,7.23833088,7.2697306,6.68385605,7.00312904,6.39629224,7.34679798
"AGAP5",6.49581627,7.27505306,6.983495747,6.61080745,6.54980186,6.78163627,6.92052463,7.2642241,6.479188,6.57215217,5.7158308,7.002928292
"AGBL1",3.0065466,3.992754,3.5195556,3.7854186,4.1552606,4.4397211,3.9703851,4.1132784,3.6881981,3.5592156,4.9422703,4.8399792
"AGBL1-AS1",4.9958586,4.9891029,4.8064103,4.8245063,5.2586303,5.9359131,4.7973819,4.25383,4.9687548,4.9010263,5.8221116,6.37835697
"AGBL2",2.9325791,3.3599386,4.1650219,3.4897671,3.7915421,3.0403099,3.2065736,3.2226339,3.1282206,1.0077901,2.5781146,3.6720229
"AGBL3",5.4041801,6.561101,6.18906025,5.8975487,6.19159225,5.6803718,5.743887,5.9976454,5.5163765,5.8760996,6.0429516,6.10336784
"AGBL4",2.6283303,3.929245,3.845222,3.6834546,3.6194764,3.6209464,3.4363336,3.5987946,3.0994492,2.3450176,4.0213586,3.4479223
"AGBL4-AS1",0.9420186,0.739537299999999,1.7745916,0.164188599999999,1.7262186,1.8226242,1.590168,0.7976733,1.6206503,0.996789,1.8029213,2.3657303
"AGBL4-IT1",0.816601599999999,1.4447726,1.6226106,0.0677005999999993,2.1780172,1.7896772,1.5578122,1.012167,1.1604356,0.9647751,3.316763,3.3467083
"AGBL5",10.0034733,8.9565697,9.9044142,9.1142979,9.4733696,8.3996268,9.7710886,8.3519507,8.9447031,9.2032556,9.0992375,8.5945425
"AGBL5-AS1",0.8163166,1.3751566,1.6103783,0.0666990999999992,1.6581746,1.9601221,1.7385941,1.0694006,2.3500146,1.3663826,2.00453,2.4768663
"AGBL5-IT1",2.126935,3.4177294,2.5102983,3.2962852,3.9197069,3.4983783,2.152278,3.0640002,2.621532,3.2041526,1.934474,2.919787
"AGER",5.4628511,5.9584504,6.32099155,5.9464856,6.048317,5.9947367,6.374918,5.7766552,5.5646096,5.6750031,7.036950146,6.5878158
"AGFG1",8.2705775,8.034298,7.76480106,7.5733748,8.1151152,8.3413153,7.70663646,7.9948607,7.3284178,8.2619877,5.3329811,7.8661337
"AGFG2",9.2596283,8.6266871,8.6277285,9.1168518,7.4321976,6.95883087,8.8160897,8.4119425,8.9678307,9.0089455,6.7086611,6.5501819
"AGGF1",6.2260523,6.2680245,6.6032553,6.18226913,6.12562946,6.59791855,6.78619198,6.3703509,6.63956646,6.5316849,3.8878699,6.7255588
"AGK",6.9332724,6.2733536,7.13689903,6.3118439,6.58643345,5.9773469,6.77849964,6.16844467,5.9330473,6.2943516,5.9678011,6.3486457
"AGK-DT",4.7330861,5.8793593,5.5880461,5.5987101,6.2120152,6.15640596,5.6250639,5.8572588,5.4109187,5.4009662,6.78429845,6.14288953
"AGL",6.574173,6.61190895,7.013062512,6.67348865,5.2508712,5.8065491,6.94378284,6.87353233,7.040636098,6.973323857,2.0428839,5.3957863
"AGMAT",7.6587401,5.3719421,7.77179626,4.8113909,5.5366307,3.2824383,7.5647116,4.661305,5.3367257,5.4367433,4.6272288,4.0297336
"AGMO",2.757474,0.856906899999999,2.5188706,2.3011136,3.5033656,2.7365532,1.6013966,1.3624706,1.3211732,0.999228599999999,2.1991146,2.6742066
"AGO1",15.2436056,14.8516999,15.2254556,14.9468366,15.1226086,15.2801636,15.1560631,14.6985046,14.6570206,15.1144276,15.7203816,15.2896986
"AGO2",8.9134951,8.5596199,8.8138914,9.0368042,8.3437596,8.7202387,8.7031708,8.7661791,8.547122,9.219698,8.5294447,7.80804924
"AGO3",9.7166186,9.3222476,9.5251961,9.6436453,9.8122273,8.8936701,9.5909844,9.5486193,9.3261986,9.6424618,9.862341,8.4475317
"AGO4",4.6777926,5.1670757,4.7685862,4.8806329,4.8329268,5.020011,4.8036266,4.8523465,5.0448447,5.1831026,4.3160963,4.3006239
"AGPAT1",9.1654787,8.7026787,8.7430496,8.9828101,9.1912728,9.3914556,8.7607212,8.8450003,9.2256632,8.9160891,9.5702391,9.4772959
"AGPAT2",9.1456966,8.987732,8.4188366,9.1751596,9.8128786,9.7362566,8.7716408,9.0913248,8.7022457,9.7418499,9.5300913,9.1613656
"AGPAT3",7.089153325,6.42022995,6.45114425,6.4148846,6.54020504,6.9205561,6.951873814,6.44258026,6.76685718,7.28115848,6.8877478,6.82699636
"AGPAT4",6.07388595,7.2726479,6.78299621,6.54329494,7.6878491,7.41507534,7.23555187,7.57819847,6.1744309,7.05852512,6.70311645,8.7125502
"AGPAT5",5.2557302,7.063680684,5.5568948,5.996933,5.3576627,6.007629,5.5995617,6.71975235,5.4760418,6.63475994,3.8233046,4.9398723
"AGPS",8.7690115,8.5401364,8.6705389,9.1225376,8.2653695,7.4385653,8.8138361,9.0375967,9.2799206,9.1813202,7.7591887,7.9623213
"AGR2",9.291276,8.5048275,8.2066031,10.7070056,7.9261971,9.5341282,8.3327113,9.4850646,10.6999588,9.9160138,9.4613428,9.9821768
"AGR3",6.3915186,6.1822014,7.5111771,6.4588185,6.61187748,5.4749947,6.6892977,7.05899528,7.36901764,5.6890588,5.852295,7.033063447
"AGRN",10.91749,10.2640486,10.5398656,10.1819411,10.3267689,10.5489722,10.7562752,10.1489573,10.0778418,10.6385976,11.1534033,10.4409237
"AGRP",5.6887665,6.0482674,6.1350794,6.12795833,6.3275948,6.4678369,6.14895824,6.21074585,6.21286205,6.0004788,6.83052639,6.45435194
"AGT",3.246605,4.4850579,3.1310816,3.3097116,4.1507726,3.5673356,1.5185086,3.875134,4.2799292,2.9875822,5.0761648,3.3082419
"AGTPBP1",7.10440162,7.15444568,6.978556668,7.12176422,5.3822165,5.038599,7.22853473,7.059683835,7.2694035,7.51896766,5.0870529,4.5980946
"AGTR1",1.6514683,3.2496734,1.6821413,1.0921269,2.0677119,1.8610536,1.5082876,0.8592511,2.2685871,1.8883582,2.4522009,2.5271576
"AGTR2",0.9741402,1.418643,1.818388,0.181983,1.8302796,1.8560466,1.6486066,0.845062299999999,1.213852,1.0712956,1.8645476,2.3343621
"AGXT",5.483264,6.0742989,5.9295874,5.6012078,6.2569027,5.9472804,6.13578514,6.35373214,6.11537365,5.9875012,6.39174846,6.70819
"AGXT2",0.9315253,1.1739536,1.7061911,0.70257,1.6141019,1.7947793,1.6122116,1.031169,1.1953346,0.990597299999999,2.9941316,1.9331003
"AHCTF1",6.60757736,7.010862385,6.7260218,6.79739193,6.1982174,5.8662863,6.87249187,6.88892273,6.4009905,6.9057875,5.4550562,6.54020218
"AHCTF1P1",8.7946158,8.5727787,8.6326037,8.271843,7.7326584,7.8852501,8.4117298,8.1494551,8.0968724,8.5390797,6.953482663,8.2631922
"AHCY",9.6346531,8.2514649,8.7536002,8.951088,8.0955277,8.1199408,8.7789536,8.0960751,9.2202378,8.9881115,9.5508118,8.7279921
"AHCYL1",11.3741999,10.6875936,11.1165096,10.973547,11.2277316,11.0265286,11.1135806,10.5712672,10.940753,11.0109139,11.532918,11.0796423
"AHCYL2",7.14719299,5.7283011,6.5807009,4.9210439,5.6539822,4.9585052,6.6210461,5.336463,5.4664231,5.2751608,3.1280542,3.8954831
"AHCYP8",5.7138849,4.6483193,5.1562224,5.6268053,4.5772696,4.961042,4.3713022,3.9138436,5.4943009,5.9118204,2.5757013,3.1540194
"AHDC1",10.0681153,9.1233616,9.7096625,9.9955196,9.4381371,9.4662314,9.7767821,9.5428763,9.9101439,10.0864439,9.917615,9.8646346
"AHI1",8.7981215,8.9401188,9.1352873,8.8772259,8.1386643,7.78398327,8.9366598,8.7781868,8.6367379,9.1048041,8.3258276,8.0953284
"AHI1-DT",7.2616978,7.9535828,7.88764385,8.8885136,8.8853913,8.8274994,8.0507698,8.1539631,8.4976702,7.9546414,8.4255505,8.8800497
"AHNAK",11.1256456,11.2487766,11.1129141,10.7645131,11.3052386,11.5343896,11.4323596,11.3662501,10.8224469,11.6042061,11.0040331,10.9784956
"AHNAK2",11.5109796,10.9625073,10.2827101,11.2009736,11.507515,11.6139916,10.3981343,11.4877653,12.0883093,11.3910836,12.9908666,11.2329816
"AHR",11.0236856,9.9672079,10.3160066,9.4889241,10.383092,9.552496,10.2928772,9.6596098,9.3314457,10.5272026,9.5505963,9.6074162
