"","GSM1832695","GSM1832696","GSM1832697","GSM1832698","GSM1832699","GSM1832700","GSM1832701","GSM1832702","GSM1832703","GSM1832704","GSM1832705","GSM1832706"
"SLC39A6",6.4725924,6.30596546,6.76782325,6.32332996,6.18405155,7.07707504,6.54494766,6.65693382,7.52501014,6.97831539,3.3355112,4.6022496
"SLC39A7",9.0413646,8.4619866,9.5889969,8.8316298,9.0633278,9.0363016,8.965334,8.7332506,9.3923607,9.2387314,9.1252356,9.3488398
"SLC39A8",10.2191973,8.4811383,10.5333434,8.8637705,9.4864951,8.1640406,9.7188149,7.9939032,9.0432949,8.7597466,7.13464645,8.1375895
"SLC39A9",9.9778424,9.5747862,10.0517731,9.4252616,8.2963505,8.4779349,9.9174328,9.2768355,9.5305415,9.5152665,7.074545895,8.9814844
"SLC3A1",2.6482216,2.883976,3.8210073,4.3332339,2.1142669,2.3701526,3.0791312,1.0356476,3.5773545,1.64429,2.101481,2.9796496
"SLC3A2",9.3767863,8.6097641,8.5341216,8.7575741,8.5421048,8.3742571,9.0480309,8.2516776,9.1006632,9.0752373,9.5039559,8.5769186
"SLC40A1",9.1569548,9.7904854,8.6828547,10.183218,9.2350998,10.1937952,9.0390358,9.9058218,10.2984009,10.9166776,8.6548758,9.8097849
"SLC41A1",5.5461326,4.8502298,4.5837093,5.3581591,4.1200552,4.9313431,4.6346774,5.1001511,5.3357048,5.3844996,3.9256201,4.6983471
"SLC41A2",9.1916733,8.5413189,9.1941386,8.8914891,8.6971588,8.4642592,8.8006459,8.6360197,8.5395165,8.864914,7.81235794,8.0908099
"SLC41A3",8.5339709,8.1956272,8.3085833,8.14464,9.1293888,8.7750979,8.2747517,7.916812,8.2517434,8.52946,9.2595768,8.9464808
"SLC43A2",6.21663574,5.9525976,5.3419819,5.1838456,5.6775585,6.29877046,5.3317337,5.9098006,5.9504128,6.15077785,5.8074427,3.1246424
"SLC43A3",9.6517096,9.3339224,9.207264,10.1708316,8.9475937,9.3061791,8.7858925,9.5208616,10.3691806,9.9124842,9.6918974,9.530675
"SLC44A1",10.2680073,10.6864214,9.2626944,10.810751,10.6607838,10.9366131,10.4035988,10.2127906,10.4010659,11.3151446,9.7130947,10.5624571
"SLC44A2",11.3576746,10.8633614,10.9681836,10.9837256,10.4505586,9.8209629,11.2285014,10.4617166,10.5593768,10.8132592,10.9266539,9.8504048
"SLC44A3",8.4546156,7.6715546,8.6130534,7.3111897,6.0708819,5.6304865,8.3840714,7.9940062,7.89413265,7.24162296,5.1208115,4.3683153
"SLC44A3-AS1",6.70956138,6.4170256,5.7838946,6.71706203,6.78018383,6.2001653,6.396946,6.81947521,6.74368004,6.5416508,6.68906788,6.45417026
"SLC44A4",9.1674166,10.2167226,8.9456339,9.9442025,9.6005259,10.6106826,8.612875,10.2326031,9.7644635,10.1954776,11.1728154,10.4133578
"SLC44A5",1.2778721,2.497572,3.2093268,2.002975,1.5994311,1.7946864,1.5238096,1.7198863,1.1185856,1.2851782,1.8423116,2.3912492
"SLC45A1",5.7824154,5.2995935,4.7429896,4.2983814,4.3792316,2.2221996,5.220593,5.2325168,2.1026802,4.8301082,6.2805782,2.7358771
"SLC45A2",0.9549799,0.9720936,1.8040066,0.9898539,1.809743,1.8989886,1.6599826,0.947927,2.1048851,1.7672639,2.8245766,2.6696986
"SLC45A3",3.083807,3.1399326,3.4386096,3.8075796,3.1138831,2.9946206,2.8619646,4.2674646,4.0126829,3.9718294,3.4226786,2.7488006
"SLC45A4",6.94162086,7.224062,7.3062525,7.31680206,7.13813976,7.42934135,6.89785007,7.07669357,7.40583423,7.34230045,7.8261767,7.62478737
"SLC45A4-AS2",3.8213511,4.5152426,4.0258375,4.4575553,5.0213447,5.2329579,4.0302506,4.4295931,3.1987129,3.7975455,5.4354568,4.9579063
"SLC46A1",5.1051145,4.956399,5.3417998,5.0731693,4.6169281,4.9058414,4.8532601,4.8271714,5.1482048,5.0157066,4.1901365,4.4952898
"SLC46A2",9.6791211,7.68676284,9.156869,3.1699791,6.60499386,2.5139616,9.2388306,5.1273671,2.2050429,6.2736092,7.6521311,3.8416372
"SLC46A3",4.6503229,4.752081,4.8397313,4.9648362,4.5269013,4.7470522,2.9677339,4.8785467,5.6518231,4.902287,3.2931981,2.8332416
"SLC47A1",6.0518561,5.4283872,5.0070106,5.8529806,5.5564156,5.4298811,5.5789066,5.9084521,4.659144,5.782485,6.1265607,5.8320961
"SLC47A1P2",0.8138016,0.624406599999999,1.638731,0.0474455999999996,1.6849306,1.7947092,1.8859426,0.8355532,1.155428,0.967114,1.9610216,2.5895062
"SLC47A2",5.2312651,4.8599786,5.734231,4.4290256,4.9477163,5.3124457,5.0049601,4.0754786,4.7047363,3.3117676,5.8066721,5.5314155
"SLC48A1",8.2764826,8.0274506,8.0766716,8.1100474,8.6449433,8.9009257,8.3291302,7.97780136,8.1076556,8.4492665,8.8236294,9.0274248
"SLC49A3",6.76032547,6.3979931,6.12481216,6.2538834,6.3158274,6.8474379,6.53286365,6.3651095,6.904264485,6.5974255,6.84478286,7.28062824
"SLC49A4",10.5498896,10.6255513,10.3094044,10.5616866,10.6430149,11.1031962,10.4063149,10.4857731,10.5625553,11.1042462,10.6378041,10.9931966
"SLC4A1",9.3415136,9.1628991,9.3720274,9.3524323,9.2527962,9.1134091,9.5010891,9.5785476,9.6211319,9.645073,9.5373296,9.3635702
"SLC4A10",3.9897948,4.7481432,3.8730069,5.068203,5.6308294,5.4019709,4.3602496,4.8851046,5.0592928,4.1533289,5.4215365,5.5757661
"SLC4A11",5.2242499,5.7941285,5.1936036,6.0322466,6.1255875,6.78504852,5.9935809,5.8372155,5.4542976,5.8642249,6.63745454,6.82586149
"SLC4A1AP",8.5028649,7.9556122,8.1804743,8.0512829,7.808589,8.0205326,8.2394467,8.1130228,8.0166951,8.5803156,8.44874,8.2307158
"SLC4A2",9.2029181,9.7092456,9.6347876,9.2889481,9.8731566,10.0677366,9.9587899,9.9247837,9.6115618,9.4963208,10.1182747,9.8559933
"SLC4A3",5.8750716,5.9291697,5.5528965,5.8674679,5.9331875,5.7737685,5.1647139,5.9857073,6.410553,5.3188939,7.1350737,5.9366784
"SLC4A4",3.5150976,3.5787926,3.8535466,2.6685276,3.0276251,2.3652096,2.8503609,3.2760076,2.4910526,2.4808603,2.1057206,3.0447972
"SLC4A5",5.033257,4.9006,3.7087751,4.8009758,2.7939096,4.308898,3.7777591,4.749002,3.369783,4.9428836,2.7957226,2.6135066
"SLC4A7",6.3329735,4.6678038,6.66005806,4.3120513,5.1488405,5.2115546,6.09772113,4.1143523,4.9182539,4.92449,2.6339989,4.3197003
"SLC4A8",4.0990272,3.9344592,5.2333336,4.0696326,4.5366378,1.7532596,4.1139188,4.3155084,4.7291432,3.5433741,4.1446972,2.1703611
"SLC4A9",8.2064982,8.2730494,7.9327288,8.1663857,8.4241381,8.394908,8.0270558,7.99465564,8.2864285,8.5623265,8.3535834,7.9522925
"SLC50A1",9.9304362,8.7828331,9.5058709,8.5544854,8.7864533,7.85694984,9.3463412,8.2887659,8.9363957,9.0936986,9.4757958,8.2049361
"SLC51A",3.5896898,2.5363913,4.0592289,2.5028256,2.4834296,2.718731,2.5706636,3.1740799,2.1784906,2.8240672,2.3188116,4.250041
"SLC51B",3.0510941,3.6782823,3.542183,3.8084364,3.8119516,4.5517202,3.9764967,4.2916699,3.9411412,3.827087,3.9174906,4.0310088
"SLC52A1",7.7081204,8.5162936,8.1889601,8.7446556,8.8255139,9.1763792,8.1678257,8.5266476,8.3690358,8.1286583,9.245472,8.8850127
"SLC52A2",8.4727393,8.013609,8.0034123,7.9235859,7.6541653,8.8977032,7.95017246,8.21488,8.0818625,8.5979576,8.5906792,8.777957
"SLC52A3",3.490078,3.8108611,4.4947672,3.5313292,1.8204146,1.9997101,3.8389326,2.3121216,2.5667406,2.567586,2.5608483,2.6647373
"SLC5A1",8.2548991,9.6862908,6.73229507,6.5702534,8.7432156,8.5458746,7.28856472,8.7514983,4.99439,9.1303244,8.7864333,7.10157827
"SLC5A10",6.66953758,6.58592895,6.3261557,6.83720401,7.2839642,7.6242457,6.37903217,6.4594851,6.88390354,6.58445362,7.47997764,7.488349
"SLC5A11",4.3828149,4.7078524,4.8816491,4.57512,5.1542607,5.4662152,4.4983378,4.6660161,4.9351559,4.5462451,5.6376496,5.5343891
"SLC5A12",2.4301356,3.4391666,3.7118788,3.0520411,2.4878679,2.5263119,1.9933016,2.7427221,3.2124291,1.5133056,3.2820826,2.5529276
"SLC5A2",7.42153648,7.4053097,7.650981,7.38021473,7.79326633,8.0834265,7.4708157,7.49091247,7.469348,7.49985698,8.5787926,8.2237368
"SLC5A3",6.77364162,6.81992344,6.71040348,6.93353084,6.29147533,6.5108738,6.4299603,6.793273,8.6336089,7.3916178,5.4462562,6.0647102
"SLC5A4",4.6287756,3.8797536,4.3179074,4.3185754,5.0731945,4.9674416,4.8115263,4.0751105,4.1950441,4.0396748,4.5824328,5.0816069
"SLC5A4-AS1",5.7673455,4.9071904,5.7744723,5.0540657,6.1203957,5.6600981,6.1498423,5.0410381,5.6128202,5.4973388,5.9880939,5.6765485
"SLC5A5",6.18928627,6.83206562,6.2611704,6.4310875,6.43396095,6.3057709,6.11347583,6.52394203,6.2020426,6.57313064,7.4385672,7.17602829
"SLC5A6",8.4723902,8.0576916,7.5265885,8.1721001,7.88323024,8.5180731,7.6819525,8.288991,7.6840153,8.5045634,9.5745536,8.9618559
"SLC5A7",1.8643186,1.1498326,1.7089996,2.2755326,1.7300539,1.8543148,1.6043646,1.7124682,3.0716901,1.1025826,3.6925421,2.3252736
"SLC5A8",0.925170899999999,0.771142999999999,1.734325,0.2063786,1.7183481,1.8462746,1.7860106,0.9377486,1.2019386,1.1168099,1.8608026,2.295528
"SLC5A9",1.8937676,2.3482209,2.397976,0.742511299999999,2.7177846,3.0395366,4.6990286,1.8502656,1.1863289,2.8460936,2.7069693,2.7453456
"SLC66A1",15.6121756,15.6676196,15.4943976,15.3515916,15.6103976,15.6264986,15.4666536,15.2658126,14.9478493,15.2477186,15.4726386,15.6487436
"SLC66A1LP",3.9963699,4.0677816,3.6176576,4.2560034,4.1585055,3.3824025,3.6582946,3.4975968,2.4805699,3.967743,4.8739876,3.039191
"SLC66A2",7.78972343,7.32040218,7.4121428,7.2345343,7.23736766,7.50159744,7.6121512,7.26484398,7.38867382,7.93713955,7.44361786,7.8425608
"SLC66A3",7.95252327,7.6650162,8.2444163,7.80794624,6.19314674,5.567185,7.91310886,7.486867,7.76840213,7.7875023,5.0469218,5.9980169
"SLC67A1",8.1401673,6.66876033,7.31477073,6.3582125,5.8255973,6.40389446,7.5306645,6.37156395,6.292552,6.84852413,6.75705818,6.93925289
"SLC67A1-AS",0.833802599999999,0.649951,1.7350766,0.0982298999999998,1.7010169,1.8598533,1.5459536,0.842226999999999,2.4544812,1.0774746,1.8904886,2.4501334
"SLC6A1",0.978194299999999,0.835327199999999,1.8292303,1.4755106,1.7413421,1.8827416,1.6424346,0.913629599999999,1.1849386,1.0842146,1.8309021,2.3390666
"SLC6A1-AS1",4.173574,5.2706943,4.6435666,4.8570452,5.3278571,5.7105475,4.889997,5.1906257,4.737413,4.5190072,5.7702442,5.7868834
"SLC6A10P",10.7800541,9.7118922,9.2600718,9.8619213,8.8091803,9.7202396,9.4338322,9.8402081,10.6331044,10.9388085,10.4501133,10.13412
"SLC6A11",1.9999271,3.3467846,2.7268536,3.205103,3.4495545,3.5011068,3.1535797,2.6344672,2.0575676,2.3847499,5.1771584,3.2084766
"SLC6A12",5.6548095,6.03143696,3.1731043,6.4244776,5.6533346,4.0081258,6.1851874,6.20036796,7.18292526,6.93282226,7.9069348,6.44058803
"SLC6A12-AS1",1.1412106,1.8504863,1.8923231,1.1076861,2.0207463,2.0159416,1.9809506,1.1936446,1.1965876,1.0256826,1.9171129,2.3818102
"SLC6A13",5.2373557,5.8300572,5.8310099,5.4251099,6.2652121,6.3752084,5.4922076,5.4757738,5.6622839,4.9639249,6.61290983,6.3061929
"SLC6A14",0.8079901,0.6301093,1.6054201,0.279689599999999,1.7095786,2.7311073,1.5590746,1.0099376,1.1396056,0.9525881,2.1664544,2.6517366
"SLC6A15",0.770972299999999,0.5830489,1.5862196,0.573576999999999,1.6659322,2.9428301,1.5283642,2.0161536,1.1787663,0.9238116,1.9859326,2.6344271
"SLC6A16",2.3449421,3.4657483,2.9120942,2.868248,2.7879926,3.2388511,3.1947236,2.4770346,1.7358556,2.0572882,2.8503299,2.9894256
"SLC6A17",0.847063599999999,0.652656599999999,2.2702976,0.349764899999999,1.8631993,1.8465566,1.5447183,0.786557599999999,1.153471,0.9382353,1.8784096,2.321045
"SLC6A17-AS1",0.8676156,3.6212468,3.8851939,2.8796336,3.4498706,2.965066,2.2337752,3.310853,3.0099296,2.1187983,4.5258503,3.6322016
"SLC6A18",4.1917148,4.9379473,4.5431066,4.5835801,5.2725754,5.3456788,4.5496559,5.4050446,4.5814886,5.3093524,5.2281075,5.5771671
"SLC6A19",3.6642847,4.7626734,4.3511811,4.5220471,4.9811406,5.4474674,4.49298,5.6890536,4.7385321,4.7077804,5.7580901,5.5418416
"SLC6A2",6.3593245,7.9693442,8.4378233,6.96031574,5.9051385,4.9613657,8.5685559,8.0584059,6.77923015,6.5985661,6.4674564,5.5104418
"SLC6A20",3.2485714,3.4387207,1.7409486,3.8578663,1.8648062,3.9787283,2.484253,4.6615677,3.1836844,4.3344021,5.0728269,3.1661272
"SLC6A3",7.8496142,7.52408985,7.25378135,7.42728046,7.8033867,7.95295147,7.5563603,7.94078926,7.77070526,7.9093161,8.5568285,8.0761605
"SLC6A4",5.3951636,5.4887781,4.9048663,5.5349331,5.7696953,6.16843036,5.5743423,5.5519948,5.6122051,5.6608458,6.48772577,5.9348441
"SLC6A5",2.2173453,1.884728,1.750844,0.982935899999999,1.8255946,1.865037,1.5297032,0.7653351,2.0772162,1.0453673,2.8779374,2.6265159
"SLC6A6",12.3610756,11.8173066,11.9349842,11.3913566,10.8601513,10.8430663,11.3899422,11.524024,11.3908016,12.071949,11.655942,11.2633992
"SLC6A7",0.767521599999999,1.609243,2.0953131,0.776598999999999,1.6797619,1.8279486,1.5400856,0.792130599999999,1.1368032,0.937216599999999,2.0942283,2.831244
"SLC6A8",8.0840521,6.82176021,6.104558,6.991150891,5.24649,6.89748577,6.58797268,7.21499828,8.0518055,8.2734032,6.4538489,6.56916813
"SLC6A9",8.7586441,6.64758114,8.1760683,6.3675099,7.81207374,6.2635718,8.1240483,6.955611264,7.1825333,6.35443214,7.55729965,6.14730123
"SLC7A1",10.5968428,8.9046917,11.308651,8.0638333,9.4303275,7.96162513,11.23345,8.8275566,8.2416754,8.6489697,7.39352516,8.0911761
"SLC7A10",4.6742802,4.4662605,4.3851271,4.141985,4.5570989,4.5768099,4.7200914,4.839489,3.3762479,4.6947546,3.7235098,4.5479316
"SLC7A10-AS1",4.2168689,4.4786282,4.0497585,4.5376296,5.0107899,5.1703496,4.180646,4.363915,4.3012848,4.260931,5.3288761,5.2391529
"SLC7A11",2.6937523,4.1347227,3.9446569,5.2015124,3.0403556,5.5507365,4.0845909,4.8509097,6.4574938,6.20993236,2.0970446,4.5829468
"SLC7A11-AS1",4.2574773,4.8502206,4.5283633,5.4257946,4.1411896,6.13671735,4.8855653,5.7680979,7.19554046,6.6495848,4.5284458,5.4223042
"SLC7A13",3.526618,4.0557552,3.1598645,3.8345013,4.0963616,4.4200659,3.2182889,3.146751,2.9578162,2.6698871,3.2979994,3.2118149
"SLC7A14",8.1465369,8.1687928,7.9009657,8.3304692,9.1172543,9.4565726,8.1600714,8.0767966,8.4446536,8.3365269,9.2714262,9.662797
"SLC7A2",9.0323506,9.7336922,6.75272468,9.0736637,7.32034305,8.7249194,8.6545582,9.0657511,9.1648465,9.8013745,7.63374046,7.4786301
"SLC7A3",1.9361019,1.8830536,2.1783226,0.6853471,4.3667393,2.0046511,1.5266706,0.863241599999999,1.1343952,0.960263299999999,2.1722379,3.1986896
"SLC7A4",9.2734337,3.5708971,8.4687891,2.9968572,6.30481723,3.0401898,7.32493976,4.1024061,2.8389286,2.4219056,4.2817774,2.6025443
"SLC7A5",6.1170626,6.5904713,3.8819089,5.7362996,5.4321299,6.3485518,5.1339526,6.0963564,5.5415612,7.079628026,6.954667126,5.922863
"SLC7A5-AS1",5.5869627,6.86451343,6.11563495,6.92157749,7.04846767,5.934979,6.64201358,6.8510733,6.475421,5.7646537,7.47313026,6.91154436
"SLC7A6",8.5558348,8.0722332,7.708663,8.2685089,7.31513408,7.61846164,8.2920008,8.2184439,7.7319565,8.8234253,6.86618236,6.86985782
"SLC7A6OS",9.0155831,8.7979432,8.5283261,8.7129536,8.0591088,8.129385,8.7755127,8.786954,8.8129254,9.0791808,7.9788733,7.9508114
"SLC7A7",3.3829876,3.4609671,2.1757886,4.3547106,2.7774736,4.0491867,3.1040956,4.6919814,6.06592754,3.5803719,3.0294133,3.5454383
"SLC7A8",10.0927639,9.7971706,9.6912146,10.0932703,9.1159544,9.2694283,10.4709921,9.9021864,10.6346341,10.4331904,10.4852066,8.8996496
"SLC7A9",0.8931451,1.1635656,1.6807652,0.6730196,1.6744486,1.7798343,1.7614376,0.9775386,1.1542883,0.9631376,1.869381,2.2724046
"SLC8A1",9.8804074,8.4857483,7.6248055,9.0677529,8.9508143,9.2027826,7.573412,8.6165038,9.2534151,9.5152426,9.4073,9.2741537
"SLC8A1-AS1",8.1557532,8.7976723,8.3687964,8.631917,9.1400204,9.4189768,8.6263113,8.9697867,8.606493,8.9028263,9.3062516,9.9024792
"SLC8A2",1.7858239,2.9765686,3.3795348,2.5009232,2.4775876,2.7381254,1.5962866,1.8700266,1.617713,1.1810079,2.9560796,2.5823193
"SLC8A3",2.0021391,3.3706761,1.9467146,2.5796123,2.770423,3.8392796,1.5824213,1.9859901,1.7036976,1.0620199,4.1658546,3.0551248
"SLC8B1",8.7689028,8.571208,8.3686076,8.6800556,8.3140336,8.30898,8.5380688,8.7513018,8.2107449,8.9158316,9.4797411,8.5247622
"SLC9A1",10.0376168,9.5051051,9.4845466,9.4290953,9.5687924,9.6107779,9.8028155,9.3751049,9.761735,9.9949684,10.4754572,10.3248339
"SLC9A2",6.66143707,4.0054031,7.56425766,3.3060918,4.9771204,3.7898493,6.84220413,3.4397412,1.9030619,4.1758042,4.3014813,3.3788615
"SLC9A3",2.6236076,1.8565626,2.0584236,3.7728376,4.1409406,3.3850446,2.0975686,2.3848726,1.9088566,2.9888526,3.1326933,3.4425073
"SLC9A3-AS1",4.6700906,5.9100848,5.4443446,5.087009,5.752194,5.3207732,5.3462892,5.623744,5.0443139,4.9653536,6.71637396,5.9779702
"SLC9A3-OT1",6.435133,6.0447741,5.8063746,5.8575001,6.2532883,6.46849636,6.0664807,5.9304943,6.1503878,6.44679645,5.2553692,5.9540153
"SLC9A3R1-AS1",5.0414582,5.905674,5.3526698,6.12422374,6.65252784,6.77312854,5.8329258,5.6804371,5.4826322,5.6527176,7.2971621,6.66083387
"SLC9A4",6.95624832,7.4387789,6.87725547,7.8418236,8.3998261,8.5441084,7.79657177,7.9097796,6.66850094,7.39008716,7.88897995,8.4452258
"SLC9A5",5.315516,5.1822644,5.3451624,5.5974961,5.5920477,5.5033298,5.3918238,5.0796934,4.9184423,4.9608526,5.7229834,5.5755082
"SLC9A6",5.3645187,5.0987811,5.4278851,5.4584866,5.2315889,4.6760631,5.2026019,5.3694878,5.3725329,5.7920752,3.3243795,5.0340968
"SLC9A7",5.9055949,6.69579128,6.28997234,6.3674851,6.73971752,7.134455716,6.283104,6.98041252,6.63531402,6.34622387,7.19506553,7.32383064
"SLC9A7P1",4.8973694,5.4966164,5.4386969,5.8027153,5.42588,5.4136577,5.0129333,5.728426,6.1355801,5.5097728,5.6565018,5.3166199
"SLC9A8",4.8655716,4.9446612,4.4081211,4.8886299,4.1537456,3.7866259,4.4524856,5.026937,4.8582063,5.2339373,5.0590043,4.8022876
"SLC9A9",6.4685393,6.0467949,5.6171522,6.77970222,6.28249744,6.40274814,5.0868931,5.4391384,6.53309635,6.1398535,5.1823492,5.2671452
"SLC9A9-AS1",1.0370999,1.3881136,1.6919466,2.1770346,2.2696133,2.8180261,2.1464911,3.4276848,1.3317326,2.0408831,2.3679033,2.6891116
"SLC9A9-AS2",6.62395767,6.26584057,6.133565,6.4597645,6.6947861,6.3820744,5.7371159,6.13025,6.79874424,6.24506096,6.3783727,6.3651543
"SLC9B1",2.6838856,4.5478053,3.5575738,4.0394278,3.4244018,2.9736271,3.142746,2.54949,3.7914786,1.8450389,5.4624949,2.6516972
"SLC9B1P3",2.875351,4.4582262,2.840353,4.312923,4.0714356,2.5258103,2.4763996,3.2374421,3.6458421,2.8503261,3.9360176,2.6093226
"SLC9B2",8.6972046,8.319954,7.4915667,8.628974,7.9363947,8.00800995,8.0248776,8.4218922,8.0477772,8.4334746,7.7921515,8.7030478
"SLC9C1",0.782029199999999,0.6002886,2.524746,0.503140599999999,2.5386876,1.977727,3.2963457,0.769655299999999,2.0424791,1.7681236,2.6670089,2.7188559
"SLC9C2",0.884962099999999,1.2681361,1.6737419,1.0012656,2.0592718,2.1266404,2.1358042,0.9977522,1.5123486,1.1136713,1.9867463,2.4639302
"SLCO1A2",4.5379563,5.1419645,4.6903253,4.8948632,5.2009697,5.5414448,4.7834716,4.4646869,4.7495423,4.4521814,5.9505673,4.9647289
"SLCO1B1",4.1988688,4.0176816,3.9485226,4.5329986,5.016562,5.0260301,4.6195826,3.3762836,4.0245666,4.4487806,5.3190532,5.1892457
"SLCO1B3-SLCO1B7",0.8758636,0.721962,1.7226439,0.14917,1.7049256,1.8371582,1.5806351,1.0023116,1.1594811,0.9934986,1.9961462,2.4867392
"SLCO1C1",0.849394599999999,1.0876923,2.8334251,0.0973868999999992,1.6315012,1.8262053,1.5667563,0.977202599999999,1.1837446,1.0204706,2.3324626,2.3194552
"SLCO2A1",4.7447539,4.8065877,4.1748629,4.698514,5.5383206,4.7237654,3.6650143,5.6859217,3.9908958,3.8029714,4.7647729,3.8941641
"SLCO2B1",6.46633533,6.107338,5.8417807,6.74345878,6.5774508,5.9181323,5.3266702,6.2724219,7.52152446,6.2872849,5.7068444,5.6655603
"SLCO3A1",9.2319003,6.8096886,9.1703492,6.43703846,7.65052036,6.87206081,8.2212716,7.0819712,7.37393,6.95197872,7.337863,6.78485874
"SLCO4A1",4.8691488,4.530984,2.284401,5.3539186,2.8537093,6.0245967,4.2938714,5.2225409,4.7874809,6.51439956,5.7245656,6.2493272
"SLCO4A1-AS1",2.4015796,3.6617332,2.3409486,3.3321562,3.5182672,3.0563512,3.5071822,3.5661512,2.8481832,2.7196012,4.0959711,4.1393443
"SLCO4C1",0.8945826,0.7519896,1.7348261,4.7040549,1.7652476,1.8239389,1.6007316,3.0747815,5.1319714,2.8890596,2.2816316,2.6215456
"SLCO5A1",4.121418,4.3491431,3.2825756,3.7985721,3.6030112,3.9435912,4.1908222,4.3428064,3.9136106,4.3631416,4.915577,2.771883
"SLCO5A1-AS1",1.9698936,3.6926646,3.3358826,3.443882,3.8997846,4.519217,2.9220876,2.928092,1.3621026,2.8070813,4.7086316,3.095867
"SLCO6A1",1.5521803,0.661628599999999,2.2802091,2.4286336,1.6281156,3.5017753,2.2026146,1.255241,2.3948316,1.7914856,2.2514372,2.386498
"SLEAR",0.810125599999999,1.7728466,1.6797146,0.592144999999999,1.6486903,1.7956992,1.5106346,0.7699132,1.1614456,0.957858099999999,3.3343659,2.3007746
"SLF1",6.4973488,6.71319488,6.98313812,6.80539898,6.6651726,5.8623581,6.53161815,6.56649498,6.68176082,6.7950478,5.1402774,5.8851018
"SLF2",7.018259083,6.6153889,7.2121611,6.77621654,5.8286333,6.16688493,7.1900101,6.3172341,6.34381775,6.5701752,3.8590374,6.87749675
"SLFN11",5.7287283,5.667861,5.3245707,5.4410677,5.7037058,6.1872068,4.0571652,6.0215178,6.3825722,5.9552422,2.7473486,6.34441427
"SLFN12",5.633266,5.3628016,5.9440909,4.6952986,3.4537182,2.5232126,5.3058663,4.7816182,5.6241885,5.1452294,4.159575,3.4803257
"SLFN12L",3.8182354,4.7346053,3.9329043,5.0405355,4.5876499,5.2509542,3.9564886,4.1475745,5.9022732,3.8564868,4.2571816,5.0962444
"SLFN13",0.804904,0.6259346,2.351862,1.0790758,1.7491222,1.8333273,1.5529023,1.0569001,1.1418166,0.9819131,2.1299656,2.7556053
