"","GSM3045867","GSM3045868","GSM3045869","GSM3045870","GSM3045871","GSM3045872","GSM3045873","GSM3045874","GSM3045875","GSM3045876","GSM3045877","GSM3045878","GSM3045879","GSM3045880","GSM3045881","GSM3045882","GSM3045883","GSM3045884","GSM3045885","GSM3045886","GSM3045887","GSM3045888","GSM3045889","GSM3045890","GSM3045891","GSM3045892","GSM3045893","GSM3045894","GSM3045895","GSM3045896","GSM3045897","GSM3045898","GSM3045899","GSM3045900","GSM3045901","GSM3045902","GSM3045903","GSM3045904","GSM3045905","GSM3045906","GSM3045907","GSM3045908","GSM3045909","GSM3045910","GSM3045911","GSM3045912","GSM3045913","GSM3045914"
"ZNF821",8.6176,8.7212,8.7072,9.3066,9.2269,8.8149,9.0025,8.7566,8.9701,8.6216,8.4313,9.1608,8.7373,8.8028,9.2732,9.1478,8.7525,8.9413,9.2166,9.3874,8.6675,9.0854,8.8204,9.0061,9.1511,9.2822,8.7714,8.924,9.4837,9.2601,9.0687,8.4519,9.1649,9.073,8.7937,9.6327,9.6654,10.184,9.1807,9.4688,9.5742,9.281,10.13,9.5108,9.2586,9.3579,9.4017,9.7135
"ZNF823",9.1059,9.5067,9.6116,9.6668,9.2551,9.5486,9.8248,10.019,9.341,9.5435,9.2486,9.9615,9.6391,9.3754,9.2682,9.7696,9.7135,9.1526,9.2745,9.2636,9.2532,9.5688,9.215,8.8092,9.7647,10.071,9.6953,9.473,9.5751,9.7634,10.262,9.4729,9.7611,9.836,10.231,9.5595,9.8103,9.5313,10.274,9.3863,9.506,9.721,9.6616,8.8188,9.4045,9.5984,9.6921,9.5878
"ZNF827",6.597,5.3895,6.1697,6.7357,6.5264,6.6583,6.1162,7.4944,6.7366,6.4299,6.9023,6.3636,7.3421,6.3236,6.7234,6.1312,7.0227,6.5178,6.2539,6.6529,6.9301,6.1254,5.6424,6.2428,7.2048,6.2462,7.4652,6.5242,6.5401,6.635,7.4871,6.6215,6.0743,6.5756,6.7734,6.5789,5.4966,6.292,6.2554,4.9391,6.5624,6.3751,4.4123,6.4944,4.1043,6.3186,6.1426,6.529
"ZNF829",5.0598,5.1212,5.1816,5.067,4.9357,5.6046,4.9328,5.0612,4.6373,5.3715,4.8771,4.547,5.3834,5.344,4.59,5.0862,4.9892,4.7847,5.4879,4.4622,6.3324,5.3399,6.9249,5.7436,4.6988,5.7149,5.4031,5.2808,5.2388,5.2484,5.5511,5.4557,5.1591,5.3125,4.9064,5.0531,5.1956,6.2106,6.2172,5.2851,5.1818,4.9911,5.5753,5.6306,6.4944,4.8314,5.5878,4.9778
"ZNF83",9.697910852,9.438956782,9.527285923,9.10266242,10.01042782,9.07556597,9.284838963,9.00659248,8.917453415,8.913516416,8.798543249,9.55295156,8.555132993,9.446579696,9.046871535,9.255818297,9.306040724,8.94508156,9.704554227,9.028154051,8.903242208,9.351505601,8.584575668,8.50668432,8.833388125,9.116049243,8.70197844,9.214296779,9.185472131,9.480813693,8.842386911,9.100528665,8.911114711,8.888207874,9.659189778,9.307879508,9.288892908,9.291029573,10.27776101,9.145510739,9.020462525,8.854839719,9.019405889,8.167058311,8.89838463,9.427664589,8.967409914,9.015374887
"ZNF830",11.19818677,11.15089835,11.0464712,11.07264287,10.74604291,10.9615184,11.15691009,10.74929434,11.35840004,11.19400087,11.25678682,11.00090681,11.01601835,11.35982743,10.9574884,10.76159553,11.12497021,10.84969518,10.87653387,10.86023116,11.3175193,11.26148354,10.65079108,10.66004806,10.22972781,10.67739039,11.03713664,10.89299428,10.71926507,10.85772686,11.28546915,10.74001012,10.38357062,11.17953734,10.85864574,10.63102655,11.00102047,10.49246992,11.1105011,10.64016129,10.43014343,11.06686784,10.84771899,10.60983395,11.18038911,11.14511696,11.12094736,10.67950408
"ZNF831",6.245773907,5.814613681,6.043395752,5.213961603,5.497558115,6.960498787,5.118126475,5.416838653,6.728220546,5.895099835,6.714977686,5.112055825,5.312170848,6.022163626,6.497205989,5.630605961,6.502934029,6.161786282,5.68302878,6.962970319,7.173741349,5.044902664,4.863988459,5.876035176,5.697291055,4.752167031,6.238228951,5.311792547,5.63514882,5.394504462,5.564821735,5.786845965,6.639961206,5.227863352,5.891813292,5.703216343,6.011953291,4.624562087,5.543230646,6.21676948,6.162206029,5.122447066,4.761061888,5.417190391,4.71087352,5.995323607,5.22826431,4.894876816
"ZNF833P",6.284075459,5.389494001,5.756310822,6.102438752,5.530444348,6.030004233,5.546289,6.171409701,5.999322851,6.284075459,6.485681226,5.717424216,6.07962187,5.407309162,5.469681464,5.984446207,5.966293203,5.926942543,5.956646448,5.152756749,6.221812027,6.267199637,4.897904385,5.197264579,7.08227291,5.42840097,5.763797988,5.341006109,5.490889944,5.698449121,5.46628618,5.47577291,5.132335596,5.417190391,6.039631225,5.678341007,6.084834271,5.06074857,6.475415426,5.639375955,5.542424737,6.768613995,5.030261076,6.011953291,5.545323904,5.085302886,5.138748312,5.228464748
"ZNF835",6.064319931,5.842119018,5.573684076,5.894342066,5.707536554,6.639358332,5.4217552,6.06633969,5.963405943,5.922613366,5.603662475,5.59218196,5.630605961,5.244410182,5.395932831,5.946934754,5.878847141,6.179415028,5.777287349,6.171096904,5.852299811,5.913541919,7.275456898,5.918519638,6.020775555,5.830546079,5.792008529,5.685658974,5.540488717,5.955193855,5.846173837,5.909172282,6.066788142,6.266418971,5.573052854,5.570208932,5.548217257,4.928822775,7.933421225,6.255641743,6.136695732,5.550784264,6.533429819,6.109856093,5.506511533,5.679221126,5.767113185,5.545967373
"ZNF836",7.02405,6.6548,6.8273,7.10555,7.0935,7.15385,7.4737,7.36045,6.9595,7.29905,7.00685,7.38975,7.2361,7.28235,7.21155,7.29065,7.16055,6.71915,7.27095,7.43985,7.04155,7.122,7.28565,7.2641,7.2428,7.46335,7.378,7.06385,7.4302,7.43805,7.43615,6.9288,6.96655,7.0593,7.60215,7.2172,7.3643,7.4581,7.3466,8.088,7.29015,7.0579,6.24935,7.64775,7.5887,7.20195,7.2506,7.16485
"ZNF837",11.874,11.694,11.652,12.299,11.909,11.808,11.841,11.63,10.691,12.04,11.649,11.93,11.796,11.736,11.749,12.306,12.109,11.647,11.935,11.81,11.853,12.054,11.691,11.243,11.474,12.117,12.085,11.61,12.023,11.924,12.063,11.621,11.754,11.505,11.703,11.907,11.837,12.383,12.041,12.329,11.77,12.394,12.872,12.243,12.605,12.088,11.788,12.338
"ZNF839",9.2903,9.2756,8.7961,8.5525,9.0743,8.646,8.964,9.0587,9.0386,8.7649,9.1089,9.1623,9.2836,8.9504,8.8495,8.9711,9.1454,8.9356,9.3153,9.1093,9.1709,9.2097,8.9422,8.7359,8.7776,8.9211,9.3398,9.2602,8.9333,9.1543,9.1737,8.632,9.1875,8.8988,9.5353,9.3996,8.8637,9.2311,9.2085,8.5979,8.8297,8.827,9.0266,7.9104,8.4702,8.8642,8.7898,9.3863
"ZNF84",9.874104136,9.621843824,9.651387425,9.785233743,9.597537557,9.8313754,9.713284367,9.871472772,9.800166404,9.604697649,9.731145964,9.71757626,9.709232915,9.701853417,9.601638867,9.565587246,9.959261936,9.537630747,9.67686018,9.864515777,9.821588439,9.600292128,9.488147849,9.484565353,9.824634268,9.610295045,9.871510242,9.693479391,9.619393953,9.398498081,10.01434019,9.888151854,9.722133495,9.914060841,10.24875954,9.641780093,9.656361591,9.446870488,9.657380477,9.428910927,9.544699947,9.909536947,9.043065322,9.597760497,9.282228743,9.506988952,9.41867866,9.335050697
"ZNF841",8.4835,8.4091,8.6401,8.7912,8.392,8.6349,8.2678,8.8785,8.3615,8.4211,8.1323,8.6583,8.624,8.827,8.5798,8.7731,8.2143,8.0363,8.6122,8.3459,8.0925,8.3529,8.0753,8.3505,8.1958,8.4443,8.2274,8.0351,8.2787,8.3972,8.6881,7.6959,8.1752,8.3531,8.7973,8.7477,8.649,8.6177,8.6659,8.0056,8.5356,8.4404,8.6006,8.3545,8.1919,8.6994,8.1937,8.7948
"ZNF843",6.8956,6.5255,6.4969,6.561,6.6137,7.1247,6.5194,6.8033,6.7883,6.4644,6.2024,6.5045,6.7629,5.7778,6.5221,6.4945,6.7005,6.6491,6.2082,6.4559,6.8074,6.6101,7.0339,6.9436,6.967,6.9373,7.0301,7.0022,6.6242,6.4734,6.6952,6.7555,6.7908,6.6963,6.3464,7.0304,6.4306,6.8657,6.3583,7.3385,6.6738,7.4223,7.0597,7.3965,7.572,6.2896,6.8079,6.7251
"ZNF844",9.62888439,10.01138185,9.692890011,10.41947873,9.835098322,9.61734534,9.746192676,9.34318842,10.09874652,10.05254848,9.176955304,9.389813186,9.810314175,9.290117676,10.0864005,10.03042455,9.522359146,9.458793572,9.902431911,9.619496252,9.262905177,9.894314376,10.02651072,9.609835069,8.988688145,9.607602275,9.358447842,9.287053805,9.74125835,9.803124039,9.038279352,9.346435634,9.334322569,9.626481287,9.143891153,9.434370141,9.458409111,9.766789709,10.02770614,9.925834374,9.975327292,10.17684993,10.16230106,9.163967154,9.981056102,9.698109876,9.781225085,10.20514562
"ZNF845",10.187,9.8073,9.9422,10.496,10.04,10.15,10.31,10.208,10.563,10.373,9.9878,10.183,10.425,10.092,9.7694,10.39,10.121,10.088,10.668,10.564,10.248,10.67,10.262,10.028,10.348,10.749,10.45,10.309,11.01,10.561,10.404,10.309,10.306,10.399,10.314,10.657,11.074,10.729,11.106,11.484,10.737,10.799,11.269,11.093,11.693,10.911,10.928,10.903
"ZNF846",7.023,7.1204,6.51,6.9743,7.0442,7.1309,6.3658,6.5906,6.8983,7.5178,6.4402,7.1259,6.2562,6.8676,6.4068,6.7549,7.2811,6.1874,7.5034,6.6529,6.6699,6.4075,6.699,6.1007,7.4736,7.239,6.9559,6.7933,7.0212,6.7769,7.1086,6.5853,6.4247,6.9274,7.944,7.2826,8.4952,7.9456,7.0787,7.9877,7.7983,6.5435,8.4389,8.0975,8.0116,7.4304,6.443,7.2487
"ZNF847P",4.462771994,4.944832545,5.0337144185,4.4241444565,4.845510657,4.92340425,4.944670209,4.492878579,4.2342664455,4.7353156425,4.7357057665,4.556548871,4.735370575,4.541372584,4.9253164155,5.0376628105,4.5335965615,4.3749731135,4.6206324515,4.661902033,4.176692941,4.440013231,4.9931744935,4.979139248,4.4814099245,4.553979295,4.346029295,4.7501318835,4.967150485,4.6110983435,4.915258541,4.5141564635,4.702206194,5.161960614,4.5809058115,3.9387193,4.8233120665,4.9036518975,4.334526622,5.15735899,4.575254396,4.9222610365,4.5039015865,4.6247905295,4.6346443755,5.064256653,4.4679311945,4.9227802795
"ZNF85",11.678,11.18,10.757,11.014,11.48,11.298,10.973,11.197,11.569,11.476,11.315,11.277,11.364,11.181,10.747,10.986,11.68,10.914,11.751,11.064,11.676,11.132,11.034,10.38,10.744,11.817,11.46,10.833,11.514,11.548,11.843,11.448,10.991,11.56,12.066,11.596,11.227,11.098,11.642,10.929,11.234,10.419,10.729,10.887,10.414,11.312,11.039,11
"ZNF850",7.67955196433333,6.82055738633333,6.968523515,7.01431029,6.834708593,7.57413121766667,6.99812934666667,7.557258367,8.09394945,7.88397028833333,7.737420082,6.921258272,7.686526418,6.892293623,7.54358907733333,7.343052298,7.87864600166667,6.95141437833333,7.450078484,7.47065795666667,7.81603213066667,7.07200252,7.03099313633333,6.95430325333333,6.77247726266667,7.26800613333333,7.64141479,6.71700705733333,7.35831600666667,7.173021949,7.68238549066667,7.163090406,6.457294845,6.92543435966667,7.62698083466667,7.097675556,6.58476221166667,6.893881145,7.238170022,6.848271659,7.11504118166667,7.56726693233333,6.28452956566667,7.48578185833333,7.18580473066667,6.96314332266667,6.691994934,7.44309788533333
"ZNF852",6.2171,6.8808,6.9558,6.8332,6.0596,6.3647,5.8986,6.5205,6.7187,6.7041,6.3511,6.5331,6.4612,6.1683,6.6019,6.5109,6.9444,6.2428,5.7919,6.7113,6.7245,5.8986,6.1027,6.5862,6.7516,6.0824,7.005,6.3406,6.3526,6.3659,6.6848,6.0222,6.1548,6.6442,6.7185,6.0777,6.14,5.8453,6.3649,6.2168,6.3049,5.8321,6.4644,6.7649,5.2543,6.0442,6.2338,6.3795
"ZNF853",8.1561,7.0338,7.6171,8.3283,7.9598,7.7555,7.5346,8.789,7.9985,7.8114,7.6793,7.7015,8.3239,7.7823,7.4325,7.9883,7.9819,7.3292,7.2718,7.4035,7.752,7.1652,6.597,7.3216,7.6422,7.931,8.6657,7.4525,8.3871,8.1356,8.6557,8.0217,7.6026,7.1958,7.8272,8.2276,6.8879,7.8448,8.3042,7.454,7.751,8.7314,8.0833,8.4322,7.0533,7.4225,8.0535,8.0483
"ZNF862",11.265,10.793,10.363,10.204,10.794,10.436,10.733,10.61,11.259,10.708,10.267,10.823,10.266,10.814,10.27,10.891,10.325,10.111,10.825,10.649,10.159,10.625,10.114,9.9596,10.153,10.767,9.9301,10.177,10.245,10.413,10.076,9.6572,10.176,10.152,10.812,10.592,10.969,10.832,11.198,11.343,10.531,10.789,10.822,10.6,10.944,9.994,9.8496,10.94
"ZNF865",10.6207333333333,10.459,10.5783333333333,10.4582666666667,10.3029666666667,10.4944,10.4737666666667,10.5206666666667,10.9239333333333,10.3658333333333,10.3916,10.2564333333333,10.3066333333333,10.7032666666667,10.1829333333333,10.4908,10.5102333333333,11.5163333333333,10.4136666666667,10.6896666666667,10.0698666666667,10.3545666666667,10.0640666666667,10.1917333333333,10.7508666666667,10.3703666666667,10.6492,10.4112333333333,10.1749666666667,10.2806,10.4852666666667,10.3259666666667,10.4824333333333,10.5323333333333,10.4153,10.4343333333333,10.1277,10.5449,10.3955666666667,10.5749333333333,10.7501333333333,11.1392,10.7989666666667,10.5349333333333,11.0225,10.3805,10.3629666666667,10.3832333333333
"ZNF876P",6.88961166,5.8839321605,5.8312574045,5.565146425,5.2538985985,6.7975274385,5.4504828735,6.307168355,6.4685308585,6.3362199975,6.7542436745,6.1065217615,6.308857511,5.2837244575,5.601209,6.023511237,6.6906474675,5.8966416885,5.940483667,5.9127891505,7.02208363,5.4432334295,5.613580944,5.908289248,5.5081705575,5.9166774505,6.427675708,5.503126361,5.4134056835,6.300308353,6.103011758,6.1559246525,5.8369677135,5.666871355,6.213408222,5.8249264835,5.4591986655,5.7091059835,5.757209981,5.5096468665,5.6364860495,7.1945329605,5.3410241475,5.3183554655,5.825726591,5.7613101215,4.744855613,5.7090719205
"ZNF878",5.9616,5.6645,5.7342,5.6553,5.5716,5.7907,5.7627,5.7811,6.2212,6.2746,5.6892,6.1354,5.8999,5.3886,5.8226,6.1437,6.0859,5.9269,5.9001,5.2854,5.8274,5.0449,5.6071,5.9908,5.2527,5.5032,5.5392,5.3857,5.5304,5.4301,5.1944,5.286,5.4758,6.3366,5.6541,5.3021,5.4442,4.8822,5.9737,5.4791,5.6154,5.9305,4.9396,4.8004,4.5642,4.413,5.3257,5.4823
"ZNF879",8.508026521,7.617170271,8.558146311,8.394021249,8.46531628,8.469137977,8.476835501,8.276420908,9.062752155,8.672098109,8.359388883,8.329755091,8.628753736,8.392501545,8.07921347,8.498355466,8.579300886,8.333556831,8.661856646,8.475485062,8.737568361,8.813434399,9.353011633,7.971370925,7.571840866,8.319489463,8.295272308,7.991469699,8.121216026,8.219703829,8.513896859,8.428517944,7.999889452,7.97304659,8.211843534,7.919491355,7.727786961,8.749279945,8.384114442,8.968745288,8.516812837,8.909740511,8.083264176,8.305069776,8.51010962,8.214198532,7.783824731,8.60841335
"ZNF880",8.66525188733333,8.641855438,7.94373350566667,8.916239118,9.52731988666667,8.51774852666667,7.17402191566667,8.431632003,7.77445853833333,8.75433325866667,8.80958907533333,8.76552806,9.11868145966667,7.84012941066667,8.78051981866667,8.919756438,9.06675318033333,8.79953502233333,8.46189219966667,8.740827008,8.72099210533333,9.54603846733333,8.33426884033333,8.74258365933333,7.75267627666667,8.496809935,8.115151329,9.193635642,8.43545967466667,9.412794122,8.82356038333333,8.64953368233333,8.50241567433333,8.07483103366667,8.65265428733333,9.24707452,8.93186477033333,9.13606785433333,9.07547531033333,8.59594928166667,8.71808735233333,7.547604665,9.33516382133333,7.875184564,8.44653288766667,9.12545321166667,9.16447738066667,8.503497317
"ZNF883",5.978738318,5.083531141,5.070620502,5.148526114,5.010815686,4.458828255,5.505188601,5.686972275,4.878621594,5.808191127,4.905946977,4.939146686,4.650523387,4.521676926,4.652914809,4.979242688,5.647793249,4.84083923,5.329092532,4.863214168,5.840021741,4.318254245,4.617845097,4.837163728,4.698772318,4.671904808,4.694715922,5.121583983,4.733646344,4.741532662,5.334316832,4.944036989,4.710299568,4.728553709,4.824490441,5.181200679,6.149136746,5.193573369,4.89411893,4.821304647,4.759398274,5.122447066,4.849726657,4.832424282,6.060497098,4.344382396,4.475136848,5.42280657
"ZNF890P",4.95865,4.7471,5.0688,5.67835,5.20225,5.61795,5.0858,5.19855,5.1779,5.2738,4.88575,4.59535,4.86075,4.7792,5.6902,4.8873,5.34685,4.989,5.2126,5.22165,5.1697,5.1527,4.64455,5.12265,5.34655,5.1813,5.28165,5.4917,5.4766,5.30985,5.2139,5.0753,5.3188,5.4104,5.40575,5.2019,5.17815,5.2996,5.25555,5.41345,5.49765,5.40465,4.65365,5.33525,5.83845,4.94565,5.08825,5.2807
"ZNF90",7.67643091866667,6.93937540233333,7.090275965,7.48980870466667,7.470919059,7.68168442,7.49473626033333,7.477113848,7.92173035166667,7.98353331333333,7.637856783,8.130035777,8.05697217133333,6.86621921966667,7.23498802833333,7.23715694933333,7.92447858666667,7.71214322833333,7.48734292666667,7.63096987133333,7.85166126566667,7.48718172266667,7.95906054966667,6.94864890466667,7.36012385033333,7.47044514,7.94368884566667,6.67152125566667,7.47057809033333,7.24831367,7.918858727,6.95239904966667,7.00273881466667,7.13656286233333,7.65604184566667,7.06591699733333,7.722340303,7.344318078,7.02216542533333,7.35272063033333,7.15526312933333,7.30323083866667,6.76048697466667,7.662452031,7.20256486933333,7.03610839133333,7.041350823,7.911876446
"ZNF91",8.2145,8.2833,8.2539,8.6746,8.1852,7.9228,8.1295,7.9724,8.3368,7.9938,8.1151,8.1575,7.7867,7.9831,7.9359,8.1433,8.2246,8.0188,8.475,8.5109,7.9218,8.2386,8.3319,7.7211,8.8741,8.5674,8.2141,8.3523,8.5144,8.6335,8.3748,8.0825,8.4298,8.259,8.6424,8.2553,8.8684,8.7426,8.7072,9.6835,9.1173,9.3195,9.2674,9.0461,9.3879,8.7833,7.9743,8.4556
"ZNF92",11.265,10.32,10.448,10.338,10.34,11.462,10.515,10.76,10.976,11.288,10.95,9.6533,10.957,10.237,10.467,10.589,11.297,10.371,10.923,11.183,11.187,10.76,10.416,10.369,10.151,10.757,10.576,9.5144,10.573,10.658,11.362,10.92,10.592,10.218,10.938,10.45,10.941,10.676,10.821,11.907,11.109,12.079,11.371,11.462,11.782,11.134,9.5987,11.049
"ZNF93",8.8772,8.1849,8.2142,8.6327,8.6192,8.7022,8.7304,9.0087,8.7566,8.9395,8.8947,8.9235,9.3429,8.4639,8.0881,8.6595,8.9957,8.3907,8.6779,8.5554,8.9366,8.0612,8.3757,7.8895,8.5267,9.1321,9.8109,8.9255,9.1277,9.4787,9.8432,9.0843,8.809,8.7938,9.372,9.2565,8.7963,8.9969,9.5006,8.4912,8.8375,8.8142,8.9268,8.3766,8.4448,9.1195,8.6356,9.0357
"ZNF98",11.48232541,10.925111,10.87277199,11.48775692,11.11765742,11.60924424,11.28629373,11.36971728,11.97113231,11.66052576,11.49003667,11.66479038,11.44656704,11.01724425,10.4304756,11.20152804,11.29329272,11.0466133,11.5961345,11.18980279,11.43380882,11.19575101,10.91477532,10.73930259,12.13904872,11.91697813,12.07547433,11.62243375,11.97965263,12.15444274,12.29379228,11.57609613,11.24190631,11.64917017,12.82826898,11.77585294,12.22003539,11.88493411,11.98219189,11.46427514,11.99532963,11.49386648,11.50350028,11.85136726,11.43069275,11.99099443,11.7872314,11.52645399
"ZNF99",9.3439,9.2865,8.9597,8.7009,9.2501,9.1352,8.8826,8.7378,9.5483,9.4989,9.2325,9.2762,8.8966,9.1505,9.0994,8.9624,9.6218,9.4057,10.16,8.9342,9.8394,9.4158,8.8344,8.1771,8.8393,9.8713,9.3053,9.2491,9.3778,9.3822,9.6995,9.2642,8.7766,9.2627,10.042,9.5795,8.9881,8.4269,9.0632,8.5147,8.8873,8.1514,7.516,8.9206,8.3788,9.2136,8.9458,9.358
"ZNFX1",6.52449172575,6.60418898425,6.7453429295,6.60505932625,6.69927836075,6.545466285,7.03280217625,6.57285975075,6.33413812025,6.457738251,6.50088062625,7.1382129615,6.27353915275,7.077861999,6.8522174095,6.4410559315,6.41869603075,7.2770236815,6.68012379075,6.61849377275,6.48062725025,6.7148528095,6.38622449975,6.8210155155,7.140670553,6.79618373725,6.6278025305,6.90300167775,6.52359323,6.404710615,6.50210120275,6.801694951,7.36165009,7.149296685,6.38633740225,6.8661079955,6.814649096,6.7370791015,6.52159028075,6.36302857175,6.53041327975,6.28143304375,5.745533534,6.17331817875,6.77242078825,6.49238622125,6.9778525845,6.71014726725
"ZNFX1-AS1",14.575,14.438,14.075,14.131,14.491,14.718,14.371,14.556,15.144,15.203,14.647,14.256,14.759,14.334,14.706,14.477,14.977,14.179,14.844,14.821,14.975,14.654,14.577,14.37,14.506,14.54,14.381,14.552,14.161,14.232,14.902,14.837,14.148,14.324,14.73,14.629,14.878,14.659,14.493,14.831,14.52,14.65,14.228,15.063,14.458,14.413,13.778,14.868
"ZNHIT1",14.872,15.068,15.102,15.523,14.932,15.053,15.332,15.298,14.351,15.102,14.84,15.109,15.184,14.878,15.26,15.282,15.075,15.111,15.097,15.038,14.926,15.224,15.069,15.1,15.006,15.461,15.095,15.283,15.416,15.491,15.255,15.122,15.351,15.368,15.141,14.707,15.346,15.542,15.514,15.708,15.251,15.317,15.399,14.824,15.214,15.48,15.378,15.443
"ZNHIT2",9.6832,9.4066,9.694,10.335,9.5757,9.7417,9.9509,9.5457,9.4438,9.7747,9.4437,9.7314,9.8626,9.7428,9.7796,9.5853,9.2485,9.7434,9.9324,9.3626,9.4629,9.3355,9.5278,9.6626,9.7783,9.7149,9.8837,9.6663,9.8027,9.9536,9.8042,10.111,9.723,9.8451,9.7566,10.182,10.326,10.338,9.8126,10.422,10.411,9.7752,10.514,10.571,10.008,10.209,10.159,10.273
"ZNHIT3",13.109,13.187,13.076,12.843,13.267,13.584,13.067,12.996,13.721,13.292,13.424,12.751,13.442,13.002,13.039,13.153,13.587,12.867,13.524,13.088,13.659,13.261,13.293,13.2,13.361,13.607,13.449,13.41,13.61,13.331,13.739,13.195,13.16,13.537,13.784,13.665,13.412,13.577,13.469,13.44,13.362,13.465,13.278,13.21,12.781,13.278,13.308,13.37
"ZNHIT6",10.63778634,10.20994343,10.54544836,10.37648852,10.23531143,10.58134886,10.0423878,10.65436674,10.57555025,10.76130984,10.32938312,10.03909921,10.50025699,10.4853379,10.35785685,10.36659676,10.69902216,10.4213539,10.65674715,10.19908589,10.61840574,10.39111061,10.38580755,10.46253547,10.4121907,10.47514355,10.74341543,10.63625753,10.15372509,10.63889891,10.9042788,10.28931189,10.25358428,10.45638775,10.78217166,10.88873229,10.51145532,10.71181139,10.43060083,10.428754,10.31795565,10.50539928,9.975491502,9.574842172,9.92441227,11.05845769,10.7788396,10.68256138
"ZNRD1",12.98863128,13.23032403,13.28602015,12.93861308,12.94708539,13.19993448,13.15308541,13.14031574,13.22178867,13.42853345,13.39226447,13.24782882,13.20588966,13.2212852,12.81271864,12.87246471,13.57813201,13.42546879,12.85745989,13.264093,13.48688361,12.91018033,13.13060762,13.06239248,12.74553016,13.17532557,13.18690593,13.18786932,13.33684084,13.04358114,13.50374956,13.57868363,13.17475036,13.51376629,12.91623154,13.30749896,13.19198791,13.16255215,13.16501511,12.96619772,12.88494977,13.14315667,12.78248556,13.04962013,12.84743487,12.83791557,13.11073667,12.9899952
"ZNRD1-AS1",5.892849861,5.7423783205,5.5483272975,5.5674722575,5.2858975795,5.297961421,5.3240405655,5.652182519,5.914175605,5.4316715645,5.3599506055,5.845294498,5.3297944675,5.1796018675,5.421683078,5.9004293935,5.6427382925,6.572475883,5.694138129,5.425417858,5.745214898,5.411377916,4.7006009635,6.5190352035,6.5163931275,4.8489730395,5.7747198715,5.9810605065,4.997754045,5.440819376,5.969720959,5.197137899,5.589838863,5.7136983095,5.7582029945,4.952104466,4.9215626035,5.1736014685,5.4246975295,5.2540014675,5.5872732495,5.593676748,5.6300125685,5.15222652,6.2781781715,6.007643939,5.504836903,6.031949393
"ZNRF1",9.953,8.7258,9.4092,9.7124,9.9709,10.444,9.5926,10.373,10.322,9.589,10.36,9.4302,10.4,9.8133,9.2983,9.6505,10.521,9.5941,9.5061,9.9361,10.162,9.8741,9.2207,9.029,8.9826,9.3489,10.073,9.3984,9.6724,9.6339,10.436,10.028,9.5347,9.285,10.039,9.4078,9.3287,9.116,9.5714,9.035,9.4292,10.181,9.4288,9.5833,9.1511,9.4066,9.4029,9.3991
"ZNRF2",7.088832274,7.2570795035,7.34474927,7.8484883575,7.701892288,7.662288815,7.3027203785,7.154181432,7.1187218335,7.2568058705,7.4140057345,7.492916216,7.649976937,7.565608441,7.5277189195,8.182763405,7.5298861385,7.4556023265,7.942284546,7.4829698055,7.8613081355,7.701663799,7.128659206,7.4106738835,7.436844641,7.1998670455,7.498404648,7.0216834125,7.6593557095,7.607878955,7.7543375235,7.0595371385,7.634575552,7.504945179,7.6873414215,7.5853045405,7.936733393,7.5530937605,8.0815912415,8.4690991475,7.9015670745,7.663006259,7.643404084,7.82450915,7.9909842575,8.3938994445,8.2843078635,8.278041766
"ZNRF2P1",7.0799,7.0179,8.5714,6.7113,7.6395,7.2245,7.0898,6.9546,6.7004,7.3233,6.9941,6.9315,7.0723,7.8549,7.5233,9.7539,7.341,6.7935,6.9664,7.6259,7.1099,6.6735,7.3333,7.1559,8.1716,8.7302,6.939,6.9757,6.862,7.1685,8.9064,6.9263,6.6521,7.223,7.6398,6.6481,6.8391,7.1676,6.9281,9.8901,7.3811,8.0827,6.1752,9.705,7.9745,7.0469,6.3696,6.9407
"ZNRF3",11.33655,10.709,10.9436,11.0282,11.08365,10.96185,10.7571,11.353,10.9993,11.0318,10.9657,11.824,10.7553,11.50035,10.973,11.22435,11.3602,11.1529,11.07315,10.86285,11.0464,10.76415,10.767,10.8657,11.3447,11.2094,11.56885,10.8419,11.2813,11.4196,11.9005,10.832,11.6815,11.4948,11.4125,11.581,11.46235,11.794,11.59775,11.8057,11.96,11.339,11.73345,11.11885,11.2578,11.4664,10.823,11.1344
"ZNRF4",4.7057,5.2293,5.3704,5.4055,4.7721,3.641,4.2464,4.6099,4.7912,4.2504,4.9059,5.1849,4.4242,4.8837,4.4144,3.8529,4.5515,4.4959,4.5819,5.5291,5.1771,4.7057,4.8282,4.9445,4.746,4.9391,4.8648,4.856,4.6607,5.1298,5.0693,4.4003,3.9543,4.5604,4.7331,5.137,5.2643,5.1496,5.0238,4.6252,5.5775,5.2637,6.3218,5.0661,5.7364,4.6642,4.6246,4.3451
"ZP1",5.1771,5.3895,5.2958,5.8943,5.4499,5.1155,4.6306,4.8165,5.676,5.5746,5.4154,5.1366,4.8704,5.2261,5.0485,5.4432,5.3265,5.4602,5.6654,4.9543,5.4666,4.8277,5.0381,5.4471,4.746,4.8031,5.9144,4.0518,4.9754,5.2099,4.908,4.8791,4.5052,5.4454,4.8002,5.3265,4.9484,4.6778,5.2866,5.143,4.5363,5.6588,7.6999,5.4902,5.5065,5.7154,4.9396,4.8949
